id,name,street,stars,latitude,longitude,imageUrl,locationId
6191,Hotel Villa Regina,Viale Vittorio Emanuele,3,46.0134537,11.2975927,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3653
6192,Albergo alle Alpi,Via Papa Giovanni Ventitreesimo,4,46.0578113,10.7510743,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,838
6193,Hotel Elisabeth,K.-Walser-Straße - Via K. Walser,4,46.6858659,11.1380205,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7547
6194,Hotel Sole,Via Guglielmo Marconi,3,46.353426,10.9139433,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3869
6195,Grand Hotel Molveno,Via Bettega,3,46.1332471,10.9684542,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6196,Pension Moarhof,Johann-Prenn-Weg - Via Johann Prenn,2,46.9026368,11.9571344,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1228
6197,Hotel Mondschein,Frundsbergstraße - Via Frundsberg,3,46.8980391,11.4308891,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8355
6198,Hotel Al Piccolo,Strada Neva,3,46.418061,11.6774373,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6538
6199,Sporthotel Rasen,Binterstraße,4,46.7811814,12.049285,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5875
6200,Garni Roseal,Strada Dolomites,4,46.4282491,11.6842344,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6538
6201,Hotel Elefant,Hauptplatz - Piazza Principale,3,46.3476216,11.2982518,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4938
6202,Hotel La Stua,Via Balderoni,4,46.2925262,11.4587886,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1899
6203,Hotel Zum Rössl,Dr.-Josef-Noldin-Straße - Via Dr. Josef Noldin,2,46.2768294,11.3658288,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,263
6204,Hotel Alpenrose,Kirchdorfstraße,3,46.8423355,11.624914,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2938
6205,Hotel Langgenhof,Sankt Nikolaus Straße - Via San Nicolò,4,46.7958969,11.9268566,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1007
6206,Hotel Windschar,Ulrich-Von-Taufers-Straße - Via Ulrich Von Taufers,4,46.8363138,11.9470628,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3043
6207,Hotel Savoy,Strada Colz,4,46.5817239,11.9009028,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,451
6208,Flora Hotel & Suites,XXX-April-Straße - Via XXX Aprile,3,46.6695237,11.154989,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4095
6209,Hotel Krone - Corona,Streda Meisules,4,46.5529543,11.7631649,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7077
6210,Hotel Plan de Gralba,Streda Plan de Gralba,2,46.534337,11.7723216,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7077
6211,Hotel Jonathan,Fürstnergasse - Via Fürstnergasse,3,46.7505572,11.6792427,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4758
6212,Hotel Sun,Hintersun,3,46.7541718,11.6790574,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4758
6213,Schaurhof,Ried,5,46.9185924,11.4470516,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,939
6214,Hotel Zum Engel,Deutschhausstraße - Via della Commenda,5,46.8901777,11.4303227,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8355
6215,Pace 1954 Hotel,Via Vergolano,3,45.919773,10.8838955,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,312
6216,Platterhof,Bloßenberg,4,46.9907637,11.950487,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7953
6217,Kohlerhof,Bloßenberg,5,46.9850674,11.9325778,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7953
6218,Garnì Villanova,Via Giuseppe Garibaldi,3,46.1439992,10.9653965,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6219,Alexander,Piazza Scuole,3,46.1424337,10.9644701,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6220,Miralago,Piazza Scuole,3,46.1424132,10.9650224,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6221,B&B Margot,Via Andrea Maffei,3,46.0665206,11.1203804,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7737
6222,Alpotel Dolomiten,Via Nazionale,3,46.1423626,10.9626826,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6223,Panorama,Via Nazionale,3,46.1428617,10.9629097,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6224,Des Alpes,Via Nazionale,3,46.1406606,10.9657571,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6225,Excelsior,Via Nazionale,3,46.1426898,10.9620986,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6226,Fontanella,Via Bettega,3,46.140352,10.9704487,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6227,Lago Park Hotel,Via Bettega,3,46.136831,10.9697346,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6228,Londra,Via Nazionale,3,46.1437835,10.9677169,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6229,Negritella,Via Nazionale,3,46.1419526,10.9624577,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6230,Residence Villa Erica,Via Nazionale,3,46.1424345,10.9615645,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6231,Ariston,Via Lungolago,3,46.141802,10.9670536,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6232,Gloria,Via Lungolago,3,46.1403143,10.9651288,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6233,Italia,Via Lungolago,2,46.1407422,10.9648108,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6234,Paganella,Via Giuseppe Garibaldi,2,46.1437821,10.9667428,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6235,Stella Alpina,Via Cesare Battisti,3,46.1428229,10.9637481,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6236,Nevada,Via Paganella,3,46.1425832,10.9679104,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6237,Residence San Carlo,Via Lungolago,4,46.1416881,10.963581,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6238,Residence Stefanine,Via Lungolago,4,46.141516,10.9630606,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4304
6239,Seiser Alm Plaza,Compatsch,3,46.5406299,11.6181713,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4982
6240,Avisio,Stradon de Fascia,4,46.3952935,11.6676968,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7273
6241,Chalet Kristall,Pfalzner Straße - Via Falzes,3,46.810356,11.8802628,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2728
6242,Hotel Kristall,Sichelburgstraße,5,46.8159925,11.8824053,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2728
6243,Hotel Falken,Haselweg,4,46.8154635,11.8836183,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2728
6244,Gasthof Edy,Pfalzner Straße - Via Falzes,5,46.8088061,11.8828238,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2728
6245,Palazzo Lachman,Piazza Silvio Pellico,1,46.0718552,11.124281,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7737
6246,Hotel Klammerhof,Nikolausstrasse,3,46.7766278,11.6374471,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2938
6247,Hotel Natur Idyll Hochgall,Oberstatt - Via Oberstatt,4,46.9489086,12.0661703,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5765
6248,Val di Fassa,Strada de Palua,3,46.3913292,11.6644196,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7273
6249,Hotel Arnica,Strada de Parlaut,3,46.3991812,11.6668191,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7273
6250,Hotel Latemar,Strada de Palua,3,46.388444,11.664345,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7273
6251,Hotel Malder,Strada Don Sepon,3,46.3973382,11.6675003,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7273
6252,Lago di Garda,Via Lungolago Conca d'Oro,4,45.8689232,10.8767851,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4719
6253,Penserhof,Innerpens,2,46.7801715,11.4126122,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5851
6254,Hotel Schwarzenbach,Schwarzenbach - Rio Nero,1,46.3913915,11.4674549,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4830
6255,Mühlener Hof,Wierenweg - Via del Canale (Wieren),4,46.9005289,11.9416726,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1228
6256,Pardumerhof,Oberland,4,46.6337292,11.5007939,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,524
6257,Hotel Bellevue,Streda Daunëi,3,46.5586685,11.7531824,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7077
6258,Alphotel Pension Panorama,Weißlahn - Weisslahn,5,46.4762995,11.5557282,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7545
6259,Markushof,Truidn,3,46.3480951,11.3000127,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4938
6260,Hotel Rudolf,Reischacher Straße,4,46.7787448,11.9442942,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1007
6261,Landhotel Tharerwirt,Florianiplatz - Piazza Floriani,3,46.7617039,12.031247,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7919
6262,Appartements-Toni,Schrambach,2,46.6679108,11.6096421,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8055
6263,Arya Alpine Lodge,Streda Frëina,4,46.5520127,11.762725,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7077
6264,Hotel Stella,Streda Meisules,3,46.5523789,11.763616,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7077
6265,Hotel Marica,Dorf - Centro,4,46.4105712,11.5057322,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4828
6266,Bergasthof Plörr,Lahnweg - Via Lahn,5,46.5636952,11.4135391,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5929
6267,Goldener Engel,Tinneplatz - Piazza Tinne,2,46.6392916,11.5647747,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2121
6268,Chalet Elisabeth,Streda Frëina,4,46.5522709,11.7623752,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7077
6269,Hotel Benacus,Via Monte Brione,1,45.8785458,10.8611984,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4719
6270,Hotel Magdalenahof,Pater-Steinmair-Weg - Via Pater Steinmair,5,46.8425466,12.2481308,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7958
6271,Turmhotel Gschwendt,Ausserpichl - Via Ausserpichl,5,46.7761593,12.1813794,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8261
6272,Albergo Al Bivio,Via Nazionale,3,46.1506474,11.7946648,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3419
6273,Hotel Castel Latemar,Karerseestraße - Strada Carezza,3,46.4068639,11.6030593,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4275
6274,Hotel Villa Laurus (ex Sonnklarhof),Lorbeergasse - Vicolo del Lauro,3,46.6618711,11.1706782,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4095
6275,Hotel Sonnblick,Pustertaler Straße - Val Pusteria,2,46.7919572,11.9814989,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5270
6276,Hotel Flora,F.-v.-Defregger-Gasse - Vicolo F. v. Defregger,3,46.6322572,11.5396314,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8289
6277,Hotel Chalet Mirabell,Via Falzeben,2,46.6564846,11.2209975,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,420
6278,Hotel Viertlerhof,Falzebenerstraße - Via Falzeben,4,46.6572522,11.2225666,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,420
6279,Stadthotel Tallero,Altenmarktgasse - Via Mercato Vecchio,3,46.7189488,11.6562206,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,963
6280,Hotel Panorama,Vinschgauer Straße - Via Venosta,3,46.670721,11.0621837,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5182
6281,Pramstrahler,Gufidaun,2,46.6487235,11.600369,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8055
6282,Haunold Garni,Via Matthias Schranzhofer / Matthias-Schranzhofer-Straße,5,46.7308802,12.2775246,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6440
6283,Hubertus Garni,Draustraße - Via Drava,3,46.7347602,12.2803545,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6440
6284,Sporthotel Tyrol,Draustraße - Via Drava,4,46.7339668,12.2807073,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6440
6285,Villa Stefania,An der Botenbrücke,4,46.7342104,12.2856334,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6440
6286,Alpshotel Bergland,Lazinser Straße - Via Lazins,3,46.7950435,11.0890128,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4673
6287,Lapis Monti Apartments & Suites,Burgeis - Burgusio,3,46.7107993,10.529866,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3878
6288,Hotel Relais Orsingher,Via Angelo Guadagnini,4,46.1753705,11.8292957,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5792
6289,Hubertus,Kartatscherweg - Via Kartatscher,3,46.5180616,11.4995368,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2794
6290,Meisters Irma,Schönblickstraße - Via Belvedere,3,46.6729372,11.176905,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4095
6291,Hotel Eccher,Via Quattro Novembre,3,46.3170602,10.798257,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4163
6292,Hotel Waldheim,Waldheimweg,3,46.6963769,12.3565536,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7150
6293,Goldenes Rössl,Brennerstraße - Via Brennero,4,46.7195663,11.6558372,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,963
6294,Hotel Grauer Bär,Altenmarktgasse - Via Mercato Vecchio,3,46.718714,11.6563498,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,963
6295,Hotel Cristallo,Sankt-Johannes-Straße - Viale San Giovanni,4,46.7315074,12.2241597,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2601
6296,Tschurtschenthaler,Sankt-Johannes-Straße - Viale San Giovanni,3,46.7313199,12.2232206,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2601
6297,Hotel Almhof,Jaufenstraße,3,46.7413755,12.3437858,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7150
6298,Sextner Hof,Dolomitenstraße - Via Dolomiti,3,46.701671,12.3507841,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7150
6299,Hotel Ansitz Tschindlhof,Bergweg - Via Monte,3,46.4617225,11.2530935,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,284
6300,Garni-Hotel Friedheim,Bozner Straße - Via Bolzano,3,46.6129243,11.1609481,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3553
6301,Hotel Café Braunsbergerhof,Ultner Straße - Via Ultimo,3,46.6167,11.1392,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3553
6302,Hotel Christine,Aschlbachstraße - Via Rio Eschio,3,46.5889673,11.1973454,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3093
6303,Hotel Eichhof,Aichweg - Via delle Quercie,3,46.6194,11.1461,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3553
6304,Hotel Förstlerhof,Romstraße,3,46.6204974,11.1868013,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5701
6305,Hotel Gschwangut,Treibgasse - Via Pascolo,4,46.6101,11.1568,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3553
6306,Hotel Muchele,Maiergasse,4,46.6082344,11.1933389,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5701
6307,Residence Ausserdorfer,Ausserdorferweg,3,46.6181658,11.1499349,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3553
6308,Residence Bachhof,Aschlbachstraße - Via Rio Eschio,2,46.5888059,11.2033329,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3093
6309,Residence Bogner,Falgerweg - Via Falger,2,46.5931,11.1481,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3553
6310,Residence Föhrnerhof,Kapuzinerstraße - Via Cappuccini,2,46.6150574,11.1458371,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3553
6311,Residence Hoferhof,Zehentweg,2,46.6003,11.1469,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3553
6312,Residence Hotel Graf Volkmar,Romstraße,4,46.6202395,11.1876488,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5701
6313,Residence Kathrainhof,Kirchweg - Via della Chiesa,2,46.6081828,11.1542945,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3553
6314,Residence Obermayr,Treibgasse - Via Pascolo,2,46.609329,11.1574199,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3553
6315,Residence Schlossberg,Ultner Straße - Via Ultimo,2,46.6162,11.1402,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3553
6316,Residence Steinkellerhof,Zehentweg,2,46.6011,11.1485,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3553
6317,Hotel Mair,Walburgisweg,2,46.8972891,11.9556234,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1228
6318,Hotel Arnika,Sen Pelegrin,3,46.3785003,11.7903839,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2717
6319,Posta Zirm Hotel,Strada Col Alt,3,46.5474586,11.8757655,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2438
6320,Hotel Roen,Via Villini dell'Alpe,3,46.4167262,11.1905107,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6313
6321,Hotel Hellweger,Hugo-von-Taufers-Straße - Via Hugo von Taufers,4,46.9174403,11.9550003,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1228
6322,Garni Petra,Streda Puez,1,46.5585509,11.7618704,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7077
6323,Garni Bonega,Streda Puez,5,46.5582658,11.7610817,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7077
6324,Hotel Stauder,Kurze-Wand-Straße - Via Kurze Wand,3,46.732714,12.2222262,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2601
6325,Hotel Regglbergerhof,Altes Kreuz - Croce Vecchia,1,46.4092843,11.4352814,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4830
6326,Pension Gruber,Gisse,4,46.9665185,11.9254314,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1228
6327,Agritur Odorizzi,Via Fratelli Carlo-Gioseffo Pinamonti,4,46.3423343,11.046879,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2230
6328,Hotel Europa Splendid,Freiheitsstraße - Corso della Libertà,4,46.6709224,11.159698,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4095
6329,Hotel Talblick,Am Achrain,2,47.0079969,12.0121351,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7953
6330,Hotel Fanes,Strada Pecei,4,46.5727976,11.9321931,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,451
6331,Hotel Ciasa Salares e Ristorante La Siriola,Strada Prè de Vì,5,46.561501,11.9556802,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,451
6332,Hotel Lewald,Via Maso della Pieve - Pfarrhofstraße,3,46.466186,11.3337889,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,790
6333,Apartment Laurenz,Via Leonardo da Vinci - Leonardo-da-Vinci-Straße,2,46.4990939,11.3495556,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,790
6334,Gasthof Nussbaumer,Romstraße - Via Roma,4,46.9383011,11.445206,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,939
6335,Hotel Krone,Stadelgasse - Via Fienili,4,46.7175483,11.6550244,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,963
6336,Hotel Tirolerhof,Von-Troyer-Straße - Via Von Troyer,3,46.8132805,11.9353962,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1007
6337,Rifugio Frara,Strada Frara,4,46.5497632,11.8087961,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7077
6338,Garni Criss,Streda Pecei,1,46.552031,11.8460645,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2438
6339,Garni Pera Lada,Strada Sotdlijia,2,46.552245,11.8544275,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2438
6340,Rider Hotel & Steakhouse,Rauth - Novale,5,46.3869249,11.4962134,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4828
6341,Pfösl,Schwarzenbach - Rio Nero,4,46.4071177,11.444324,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4830
6342,Panoramahotel Obkircher,Platzviertel - Localita Platz,2,46.4194771,11.4277504,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4830
6343,Hotel Frangart,Bozner Straße - Via Bolzano,5,46.4785652,11.2924832,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,284
6344,Gasthof Albergo Larch,Brennerstraße - Via Brennero,5,46.8781,11.4741403,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1224
6345,Hotel Saxl,Brennerstraße - Via Brennero,3,46.8767754,11.4773012,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1224
6346,Hotel Post,Innozenz-Barat-Straße - Via Innozenz Barat,3,46.8759965,11.4859066,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1224
6347,Hotel Restaurant Oberleiter,Tauferer-Straße - Via Taufers,1,46.8644884,11.9482509,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3043
