id,name,street,stars,latitude,longitude,imageUrl,locationId
393,Agriturismo Giandriale,,2,44.3062526,9.5342717,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3863
394,Agriturismo Monte Pu,,2,44.2918973,9.5080896,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,1830
395,Hotel La Madunina,,1,44.3630914,8.5744258,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,8020
396,Hotel Maria Teresa,,1,44.3614579,8.5754605,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,8020
397,Albergo Birra,"Località Birra, 3a",3,44.5671797,8.9552448,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,6986
398,Hotel Villa Imperiale,,3,44.2261257,8.4177575,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,7346
399,A Durmì,"Via Domenico Viviani, 12",2,44.1713787,9.6138993,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3649
400,da Rosina,,2,44.4471251,8.3532749,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3252
401,La Caprarbia,,2,44.230584,9.5860281,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2961
402,Kaly Hotel,"Passeggiata Trento e Trieste, 67",3,43.7856457,7.6217619,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,8086
403,Giuseppe,"Piazza Cesare Battisti, 31a",2,43.7916944,7.6104653,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,8086
404,Villetta Pelikan,"Via Antoniana, 42a",4,44.1254608,9.8285291,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3502
405,Residenza Universitaria Arssu Balbi,"Via Balbi, 34",2,44.4158471,8.9240207,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3131
406,Residenza universitaria Casa Paganini,"Piazza di Santa Maria in Passione, 32",2,44.4054331,8.9299299,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3131
407,Agriturismo I Lamoi,,2,44.184716,8.3292672,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2817
408,Casa del Pellegrino,"Piazza del Santuario, 31a",3,44.4908533,8.8620077,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,1978
409,B&B Solaria,,3,44.3707337,9.1068219,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,7284
410,Piccolo Paradiso,"Lungomare Guglielmo Marconi, 101",3,43.7829673,7.6416989,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,7965
411,Da Sonia,,2,44.0546367,9.9482979,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,217
412,Residence Bellevue Apartments,,2,44.1476243,8.2735546,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,5418
413,Golfo dei Poeti Relais,,3,44.0423621,9.9635096,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,217
414,Hotel Bernheof,,1,44.4155887,8.9252873,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3131
415,Coccodrillo,"Via Nicolò Sardi, 16",3,44.3571436,8.5657533,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,8020
416,Agriturismo Monte Contessa,"Via Sant'Alberto, 44f",2,44.4402032,8.8281688,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,4068
417,B&B Gioia,,2,44.1103917,9.9662371,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,6962
418,Hotel Belle Epoque,,3,43.814697,7.773851,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,6771
419,Agriturismo U Caruggiu,"Via G. Garibaldi, 5",3,43.974815,7.9452731,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,862
420,guest_house 3415657377,"primo Vico Chiuso, 7",2,44.0973605,8.2335222,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2003
421,Il Giardino del Sole,,3,44.2951403,8.4533704,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,6992
422,OStellin Genova - Hostel,"Vico dei Parmigiani, 1-3",2,44.4098259,8.9353545,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3131
423,La volpe e il gatto,"Località Isolabuona, 32",3,44.5990403,8.9523236,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,6242
424,Casa Pagliano,,2,44.2042645,8.4158738,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,4815
425,B&B Terra di Liguria,,2,44.2738012,9.470406,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,1559
426,B&B Villa Luisa,,2,44.2742482,9.4705876,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,1559
427,Grande Albergo,,3,44.2731298,9.3946209,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,7158
428,Agriturismo Du Suì,,2,44.471483,8.9173001,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,1978
429,Le Conchiglie,,2,44.1695355,9.609588,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3649
430,Hotel Albatros,,2,44.4041576,8.6857376,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,326
431,Albergo Ristorante Alpino,"Fraz. Alpe di Vobbia, 25",2,44.5794004,9.0791584,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,8385
432,Rifugio escursionistico di Rondanina,"Piazza San Bartolomeo, 2",3,44.562688,9.2177862,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,6247
433,"Azienda Agrituristica ""Cascina Salvega""","Località Salvega, 38",2,44.5339376,8.9846425,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,1572
434,Albergo Antica Trattoria della Rosin,"Via Provinciale, 15",3,44.5019095,9.0280941,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,4606
435,Rifugio Escursionistico Al Poggio di Caprile,Loc. Caprile,3,44.5711498,9.1820969,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,5800
436,Bed&Breakfast Villa Tiffany,"Loc. Santa Maria Del Porto, 36",3,44.5235386,9.1883476,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,7677
437,B&B Rifugio Uscio,"Salita Olivi, 8;9",2,44.4120318,9.1668132,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,7874
438,Bed&Breakfast Villa Tiffany,"Loc. Santa Maria Del Porto, 36",3,44.5234864,9.1883887,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,7677
439,Albergo La Braia,"Via Casin, 6-8",1,44.5869063,9.0250882,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2504
440,B&B Meo e gli altri,"Via Vallegge, 26",2,44.575821,9.0124335,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2504
441,"B&B ""A O Soa'"" ***","Località Broglio, 11",3,44.5653513,8.9923168,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,6986
442,B&B StradaFacendo *,"Pareto di Valbrevenna, 49",3,44.5665566,9.0941002,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,7914
443,Agriturismo Azienda Agricola F. Cremona - Agrinatura,"via Gorra, 508",3,44.5361881,9.0295957,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,7914
444,Osteria del Sole,"Loc. Lavazzuoli, 1",2,44.5527503,9.1469973,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,7914
445,B&B del Cuore,Località Tonno,3,44.5726244,9.1169717,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,7914
446,Casa Borgo,"Località Tonno, 18",3,44.5731374,9.1172343,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,7914
447,Castello di Senarega,Loc. Senarega,3,44.5562808,9.1194337,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,7914
448,"Affittacamere Ristorante pizzeria ""La Pergola""",Loc Cabanina s.p. 7 della Castagnola,3,44.597459,8.9124525,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,6242
449,B&B La Moeggia,"Via Dottor Giuseppe Levrero, 4",3,44.5724667,8.9442832,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,1051
450,Agriturismo Le Giare,"Via Carpeneli, 15",3,44.5427313,8.996982,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,1572
451,Albergo Anna,"Via Fornace, 1",1,44.5346492,8.9971898,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,1572
452,Albergo Magenta,"Piazza Venticinque Aprile, 20",1,44.5353427,8.9965037,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,1572
453,Albergo Miramonti,"Via Capoluogo, 1/3",1,44.604924,9.2927305,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3286
454,Albergo Ristorante Augustus,"Via Fontana Vecchia, 1",2,44.5456305,9.3067474,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2896
455,Albergo Ristorante Due Ponti,"Via Nazionale, 2",3,44.5431401,9.259939,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,4445
456,Agricampeggio Dearca,"Loc. Piani di Creto, 29",3,44.4757065,9.0108762,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,4606
457,Agriturismo La Casetta,Via Case Nuove,3,44.5200991,9.0593096,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,4606
458,Azienda Agricola Artemisia di Emanuela Annetta,"Località Carpi Superiore, 6",2,44.512367,9.0439486,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,4606
459,Albergo Da Alfredo,"via Mangini, 20",2,44.5175828,9.0567747,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,4606
460,Campeggio Castello dei Fieschi,"Via Guglielmo Marconi, 7",2,44.516357,9.0441278,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,4606
461,Ristorante Tomasi,"Via Relama, 61",3,44.5566382,9.3086111,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,6288
462,Albergo Ristorante Tomasi,"Via Relama, 62",1,44.5547674,9.3064364,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,6288
463,Casa Vacanze Poggi,Loc. Loco Sotto,3,44.5565117,9.2828707,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,6288
464,D&D Ponte Trebbia,"Loc Sotto Serra, 7/2",3,44.509355,9.198615,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,7677
465,La Rosa bianca di Portofino,"Via Mortola, 37",2,44.3316878,9.1585761,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,1201
466,Albergo Stella del Mare,"Viale Enrico Millo, 115",3,44.3170047,9.3207916,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2099
467,Ostello Antico Hospitale,,2,44.2125012,9.5546317,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2961
468,Ristorante Albergo Silvia,,3,44.2121731,9.5568566,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2961
469,Ulivi,,3,44.4053087,8.6860868,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,326
470,Medusa,"Vico Bricchieri, 7",3,44.1689566,8.3445312,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2817
471,Colibrì,"Via Cristoforo Colombo, 23",3,44.1704788,8.3490472,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2817
472,Moroni,"Via San Pietro, 38",4,44.1702903,8.3492118,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2817
473,Foresteria,,3,43.7823194,7.5571911,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,8086
474,Hotel Ciucciun,,3,44.4876958,8.5870714,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,7867
475,Le giuanne,,2,44.4209993,8.6891353,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,326
476,B&B Cà du Batan,,2,44.2278459,8.4164885,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,7346
477,"Villa per vacanze ""Villa D’Albertis""","Via Romana di Voltri, 15",2,44.424739,8.7368769,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3131
478,B&B La rosa dei venti,"Via Cesare Dattilo, 10",2,44.4141444,8.8900796,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3131
479,Relais Real Collegio,Via Collegio,3,44.2022074,8.4151819,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,4815
480,Al Villino Bruzza,"Via Bruzza, 4",3,44.4131646,8.9351759,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3131
481,Hotel Francesca,"Via Nino Bixio, 3",3,44.3611753,8.5844383,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,8020
482,Souvenir,,3,44.1481826,9.6561935,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,4562
483,Hotel Garden,,3,44.1687303,9.6105165,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3649
484,Cristallo,,3,44.0662315,9.9244055,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3634
485,Albergo Villa Maria Grazia,,2,44.0659169,9.9234255,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3634
486,Rosa dei Venti,,3,44.0659207,9.9251049,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3634
487,Il Nido,"Via Fiascherino, 75",3,44.0627762,9.9267358,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3634
488,Agriturismo Serroni,,2,44.4520952,8.9953177,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,6842
489,City Hotel,,3,44.3874681,8.2816503,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,1109
490,Hotel Astoria,,3,44.3611276,8.582954,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,8020
491,Soggiorno al Nido,"Via Nino Bixio, 1",2,44.3612193,8.5841669,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,8020
492,B&B L'Erba degli Abrighi,"Via Maneira, 22f",2,43.8253371,7.575576,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,8086
493,Agriturismo Veggia Dian,"Via Gombi di San Siro, 1",2,43.918925,8.0852364,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2591
494,Casa di Ospitalità Madre Odolinda,"Via Cristoforo Colombo, 30",2,44.3297571,8.5132301,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,128
495,B&B Arcobaleno,,2,44.4070098,8.685232,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,326
496,B&B La Sosta,,2,44.4057327,8.6785087,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,326
497,Agriturismo Verde Gioia,,2,44.4103061,8.6787033,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,326
498,Hotel Riviera,,3,44.4028771,8.6853226,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,326
499,Affittacamere Il Guscio,,2,44.4052459,8.6783552,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,326
500,Affittacamere Tanin,,2,44.4052593,8.6869368,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,326
501,Hotel Eco del Mare,,3,44.3912755,8.6601666,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2251
502,Hotel La Torre,"Via Parasco, 11",3,44.3877304,8.641909,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2251
503,Hotel El Chico,,3,44.3652088,8.5994923,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,8020
504,Hotel Le Roi,,3,44.3626999,8.5958668,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,8020
505,La Briosa Nicole,,2,44.4064856,8.9366821,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3131
506,Locanda Alambra,,2,44.4064739,8.9367062,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3131
507,Hotel Punta San Martino,,4,44.3977653,8.6855807,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,326
508,Malu',,2,44.1102422,9.9292006,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,313
509,Bed & Breakfast Al Centro di Genova,"Via Canevari, 56",3,44.4116557,8.9519277,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3131
510,Albergo Doria,"Vico dei Garibaldi, 3",1,44.4090191,8.9343114,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3131
511,Bed & Breakfast Domus Patrizia,"Via Venti Settembre, 7",3,44.4053722,8.9423905,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3131
512,Hotel Onda Azzura,,1,44.3297326,8.5123336,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,129
513,Hotel Bellevue,,3,44.417424,8.9224888,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3131
514,Agriturismo Terre Del Mistero,,2,43.9051663,7.6820409,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,288
515,Hotel Giuele,,3,44.1854812,8.3528389,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2817
516,BBQ Lodge,"Via San Rocco, 34",2,44.3376321,9.1588779,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,1201
517,Soffio di Mare,,2,44.3482673,9.1555981,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,1201
518,La Collina degli Ulivi,"Via Benedicenti, 12",2,44.1236117,9.8014486,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3502
519,Stella Marina,"Via Gio Bono Ferrari, 16",2,44.3469722,9.1570592,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,1201
520,Alla Mal Parata,,3,44.0584441,8.1796805,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,113
521,Il nostro Oliveto,,3,44.059239,8.1701408,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,8292
522,Deutsche Familien,"Via Generale Enrico Caviglia, 19",2,44.1714896,8.3493312,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2817
523,Hotel Esperia,"Via Val Cismon, 1",3,44.3816771,9.0408117,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3131
524,Villa Caramanti,,2,44.1320842,8.260715,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3704
525,B&B dell'Acquario,"Vico Cimella, 6 rosso",2,44.4067672,8.9258386,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3131
526,La casa di Greta,"Salita Pinetto, 15",2,44.3490635,9.154636,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,1201
527,Bed & Breakfast La Scaletta,"Via Cinque Maggio, 35a",2,44.3919293,8.986661,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3131
528,Villa delle Stufe,"Via Cinque Maggio, 87",2,44.3921579,8.9918398,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3131
529,Bed&Bike,,2,44.1803067,8.3399404,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2817
530,Ostello Bello,"Via Balbi, 38",2,44.4162376,8.9235314,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3131
531,Ara dei pre,"Via Minzoni, 1",2,44.135486,9.8935328,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,8167
532,Residence Greco,"Via Aurelia, 153",2,43.920246,8.098735,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,6416
533,Ideale,,3,44.3598644,8.581041,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,8020
534,Hotel Eden,,2,44.4060977,8.6837546,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,326
535,La Casa di Sissi,,3,43.8309708,7.8027821,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,6771
536,Genuadomus,,2,44.4138804,8.9388625,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3131
537,B&B Cernaia,"Scalinata Cernaia, 42",3,44.1080239,9.8192487,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3502
538,A me cà - Bed & Breakfast,,2,44.3316029,8.5127075,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,129
539,5 Terre Backpackers,"Via San Michele, 5",2,44.1705076,9.7314427,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,5469
540,Maison Saint Bon Holidays Apartments,"Piazza Saint Bon, 11",3,44.110021,9.8165718,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3502
541,San Pietro,,3,44.3185786,9.3127749,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2099
542,Miramare,"Corso Valparaiso, 56",3,44.3167985,9.316917,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2099
543,Green Quiet,,2,44.1565081,9.6767797,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,5469
544,Villaggio Antiche Terre,"Via delle Fonti, 197",3,44.1992364,9.6994727,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,5469
545,SweetDreams Guest House,"Via Cavour, 17",2,43.8174996,7.7765357,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,6771
546,Blue Fish,"Corso Filippo Ferrari, 152",2,44.3308822,8.515156,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,129
547,Park Hotel,"Via Alba Docilia, 2",2,44.3328171,8.5183539,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,128
548,San Giorgio,"Corso Giuseppe Mazzini, 24",3,44.3355956,8.5099619,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,128
549,Il Quadrifoglio,,2,44.1138432,9.8110132,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3502
550,Nella,,2,43.8766498,8.0172514,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3421
551,Hotel al Sant'Andrea,"Via Variante Aurelia, 34",3,44.1039145,9.9645419,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,6962
552,Residence Dell'Angelo,,3,43.8023786,7.7164043,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,5005
553,Il Gabbiano,,3,44.1086578,9.8263978,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3502
554,Boncardo,"Corso Europa, 4",4,44.1707019,8.3524573,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,2817
555,Residence Cormorani,,2,44.1304395,8.2503048,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,3704
556,Margherita,"Via Pietro Risso, 31",2,44.3458658,9.1598501,https://images.unsplash.com/photo-1566073771259-6a8506099945?q=80&w=1200&auto=format&fit=crop,1201
