name,street,stars,latitude,longitude,imageUrl,locationId
B&B Hotel Diano Marina Palace,Viale Torino 2,0,43.9033215,8.0772871,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Grand Hotel Diana Majestic,Via degli Oleandri 25,0,43.9162481,8.0915178,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Home Sweet Home,Via Calderina 3,0,43.9126637,8.0770525,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Al Sogno,Largo Cambiaso 3,0,43.9116215,8.0822674,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Baia Bianca,Piazza Giuseppe Mazzini 3,3,43.9095732,8.0790619,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Bellevue et Mediterranée,Diano Marina,0,43.9111273,8.0858034,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Candido,Via Generale Ardoino 198,0,43.9181442,8.0922807,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Capri,Via dei Garofani 6,0,43.9138133,8.0870948,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Caravelle,Diano Marina,0,43.9166244,8.0923171,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Corallo,Via dei Gigli 5,0,43.9142289,8.087179,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel delle Mimose,Diano Marina,0,43.9099431,8.0755926,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Diano Marina,Via Generale Ardoino 75,0,43.9130957,8.08692,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel e Residence Mediterraneo,Via dei Garofani 20,0,43.9142839,8.0864226,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Eden Park,Via Generale Ardoino 70,0,43.9130765,8.0874744,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Gabriella,Via dei Gerani 9,0,43.9156282,8.090331,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Golfo e Palme,Viale Torino 21,0,43.9004188,8.0771978,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Helios,Via La Fiorita 9,0,43.9164726,8.0900648,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Il Caminetto,Via Olanda 1,0,43.9048003,8.0760258,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Iva,Via Sant'Elmo 2-5,0,43.9017462,8.0748126,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Jasmin,Viale Torino 15,0,43.9007195,8.0769757,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Kristall,Via degli Oleandri 11,0,43.9166623,8.0910465,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel La Baia,Via degli Oleandri 36,0,43.91558,8.0910403,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Liliana,Strada Serreta,0,43.9135306,8.0583248,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Metropol,Via Divina Provvidenza 2,0,43.901882,8.0737877,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Miramare,Viale Venti Settembre 12,0,43.9053748,8.0785244,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Morchio,Viale Giacomo Matteotti 32,0,43.908517,8.0794535,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Moresco,Via Sant'Elmo 21,0,43.9001932,8.0765167,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Nettuno,Via SantÈlmo,0,43.900383,8.0761157,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Olympic,Via Davide Gaggero 10,3,43.9099022,8.0792199,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Paradiso,Corso Giuseppe Garibaldi 12,0,43.9097675,8.0840399,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Raffy,Diano Marina,0,43.9162892,8.0898643,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Riviera,Viale Torino 8,0,43.9029714,8.0770345,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Roma,Via Cascione 13,0,43.9050079,8.0773476,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Sole,Viale John Fitzgerald Kennedy 123,0,43.9141452,8.0866748,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel SoleMare,Via Generale Ardoino 170,0,43.9170165,8.0901286,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Splendid,Diano Marina,0,43.9175652,8.0917205,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Tina,Viale Torino 22,0,43.9024399,8.0768124,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Torino,Diano Marina,4,43.9093807,8.0797202,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Ulivo,Via Aurelia Ovest 19,0,43.9003693,8.0757252,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Villa Anna,Via Francesco Agnese 21,0,43.9040603,8.0768492,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Villa Gioiosa,Via Gianluigi Martino 4,3,43.903351,8.0769635,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Villa Igea,Via Sant'Elmo 1,0,43.9019857,8.0750902,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Hotel Virginia,Via Ville Nuove 6,0,43.9177423,8.0922807,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Il Colle degli Ulivi,Via Sant'Angelo 40,0,43.9225672,8.08144,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Il Viaggio,SS1 Aurelia 8,0,43.9014342,8.0740886,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
La Casa di Anny,Via Generale Ardoino 80,0,43.9134689,8.0879415,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Lorenza sul Mare,Viale Torino 14,0,43.9026283,8.0768796,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Piccolo Hotel,Via Sant'Elmo,3,43.901112,8.0756917,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Residence Palm Beach,Viale Venti Settembre 6,0,43.9062802,8.079335,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Residente La Carruba,Via Olanda 31,0,43.905521,8.075364,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Sasso Hotel,Diano Marina,0,43.9105827,8.0813117,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Sugli Allori,Via Monade 38,0,43.9202734,8.0898183,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Sweet Dreams,Via Colombera 1,0,43.9114862,8.0751238,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Vela Bianca,Corso Giuseppe Garibaldi 3,0,43.9100664,8.084674,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Villa Aranci,Via Capocaccia 8,0,43.910969,8.0787494,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Villa Lisa,Via Gombi di San Siro 1,0,43.9192635,8.0849241,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2591
Agapantus,Dolceacqua,0,43.8515467,7.6232001,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2607
Casa da Gina,Vicolo Cantone 4,0,43.8532929,7.623583,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2607
Dei Doria,Dolceacqua,0,43.8522978,7.6229407,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2607
La Terrazza,Dolceacqua,0,43.8515704,7.6219898,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2607
La Villetta,Dolceacqua,0,43.8513526,7.6219063,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2607
Talking Stones,Dolceacqua,0,43.851625,7.622132,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2607
Agriturismo Il vigneto,Via Giuseppe Garibaldi 79,0,43.9025903,7.9547775,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2608
Albergo Dolcedo,Dolcedo,0,43.895124,7.9719509,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2608
Casa del cavaliere,Via Mameli 66,0,43.9074847,7.9516491,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2608
Agriturismo I Lamoi,Finale Ligure,0,44.184716,8.3292672,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Agriturismo La Selva,Finale Ligure,0,44.1808892,8.3778479,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Agroturismo Barilaro,Finale Ligure,0,44.1885075,8.3610585,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Albergo Oasi,Finale Ligure,0,44.1712877,8.34129,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Albergo Riviera,Finale Ligure,0,44.1696275,8.3429987,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Alle Vecchie Mura,Via della Mura 1,0,44.1753507,8.3285773,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Antico Pozzo Bed and Breakfast,Via Giorgio Gallesio 7,0,44.1758983,8.3279352,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
B&B Gioia,Via Paolo Cappa 27,0,44.1743662,8.3583063,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Bed & Breakfast Pernambucco,Finale Ligure,0,44.1869268,8.3273158,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Bed&Bike,Finale Ligure,0,44.1803067,8.3399404,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Belvedere 20 Guest House,Via del Belvedere 20,0,44.1729645,8.3464166,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Boncardo,Corso Europa 4,4,44.1707019,8.3524573,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Casa Barbara,Via dei Forti di Legnino II 12,0,44.1715719,8.3436696,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Colibrì,Via Cristoforo Colombo 23,3,44.1704788,8.3490472,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Cà di Nì,Via Lancellotto 15,0,44.1750691,8.3274173,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Deutsche Familien,Via Generale Enrico Caviglia 19,2,44.1714896,8.3493312,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Holiday Center,Via Quattro Novembre 24,3,44.1719624,8.3546787,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Hotel Careni,Finale Ligure,0,44.1712659,8.3488755,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Hotel del Golfo,Via Aurelia 53,4,44.1778292,8.3701736,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Hotel Derby,Finale Ligure,3,44.1716436,8.3358504,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Hotel Europa,Via Paolo Cappa 9a,2,44.1738119,8.3571488,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Hotel Florenz,Via Domenico Brunenghi 124,3,44.1746012,8.3317625,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Hotel Giuele,Finale Ligure,0,44.1854812,8.3528389,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Hotel Internazionale,Via Concezione 3,3,44.1679839,8.3420313,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Hotel la palma,Via Barabina 2,3,44.1745496,8.3557244,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Hotel Rio,Finale Ligure,0,44.1734216,8.3538057,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Hotel Riz,Via Abate Bolognani 6,2,44.1750186,8.3536622,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Hotel Rosita,Finale Ligure,2,44.1791241,8.3669575,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Hotel Santa Maria,Via Brunenghi 71,0,44.1697438,8.33857,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Hotel Serenval,Via Lido 5,3,44.172149,8.356795,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Hotel Villa Bolognani,Via Calvisio 102,2,44.1750059,8.3530855,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Hotel Villa Chiara,Via Abate Bolognani 12,0,44.1751022,8.3538924,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Medusa,Vico Bricchieri 7,3,44.1689566,8.3445312,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Moroni,Via San Pietro 38,4,44.1702903,8.3492118,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Park Hotel Castello,Via Generale Enrico Caviglia 26,3,44.1715078,8.350184,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Residence Conte,Via Genova 16,3,44.1706973,8.3509774,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Residence Italia,Via Quattro Novembre 8,2,44.171794,8.3539484,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Residenza Adelaide,Via Domenico Brunenghi 87,0,44.1703744,8.338467,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
San Giuseppe,Via Giovanni Andrea Silla,3,44.1707136,8.3422697,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
San Pietro Palace Hotel,Via San Pietro 9,4,44.1696996,8.3472993,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
San Valentino,Piazza Guglielmo Oberdan,0,44.1712652,8.3530113,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Villa Ave,Vico della Madonna 23,2,44.1744388,8.355114,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Villa Pierina,Via al Bricco 10,0,44.1741512,8.3443422,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2817
Albergo Ristorante Augustus,Via Fontana Vecchia 1,2,44.5456305,9.3067474,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2896
VillaSalto,Fontanigorda,0,44.4924656,9.3113594,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2896
Il Giardino degli Angeli,Framura,0,44.2240316,9.5698505,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2961
La Caprarbia,Framura,0,44.230584,9.5860281,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2961
Ostello Antico Hospitale,52,0,44.2125012,9.5546317,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2961
Perla del Levante,Via Ravecca 12,0,44.2073276,9.5550521,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2961
Ristorante Albergo Silvia,Framura,0,44.2121731,9.5568566,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2961
Sostio a Levante,Località Montebello 1,0,44.2274405,9.5760882,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2961
Agriturismo La Ramera,Garlenda,0,44.0302898,8.1173074,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3097
Agriturismo Mulino del Castello,Garlenda,0,44.0331653,8.1035079,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3097
Agriturismo Serrette,Garlenda,0,44.0363094,8.1191847,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3097
Agriturismo Terre Di Garlenda,Garlenda,0,44.0347401,8.0952746,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3097
B&B Le 3 case,Garlenda,0,44.0258193,8.0811739,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3097
Borgata Cantone Country House,Garlenda,0,44.0296314,8.1025753,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3097
Foresteria,Garlenda,3,44.0344366,8.1126584,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3097
La Meridiana,Garlenda,5,44.0308168,8.115061,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3097
AC Hotel Genova,Corso Europa 1075,4,44.393831,8.9999721,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Acquario,Genova,3,44.4118023,8.9293783,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Actor Hotel,Genova,3,44.4123615,8.9394543,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Affittacamere B&B Cavour,Genova,2,44.4059375,8.9279493,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Affittacamere Buenos Ayres,Genova,0,44.4030266,8.9504247,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Affittacamere La Casa di Santa Chiara,"Via Lagustena 58G, 16131 Genova",1,44.4063852,8.9765496,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Agnello D'Oro,Genova,3,44.4158448,8.9237289,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Agriturismo Monterosato,Salita Monterosato,0,44.437523,9.0025454,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Al Piccolo Principe,Genova,1,44.4181866,8.9225886,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Al Villino Bruzza,Via Bruzza 4,3,44.4131646,8.9351759,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Albergo Boccadasse,Via Boccadasse 14a,2,44.3936014,8.9758053,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Albergo Caffaro,Via Caffaro 3-14,1,44.4119565,8.9347546,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Albergo Doria,Vico dei Garibaldi 3,1,44.4090191,8.9343114,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Albergo Parigi,Genova,1,44.4155889,8.9226444,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Albergo Rinascente,Genova,1,44.4155013,8.9233377,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Alexander,Genova,3,44.4159663,8.9201904,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Argentina,Via Gropallo,1,44.4097959,8.9438387,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
B&B Bandabrisca,Genova,0,44.4152668,8.929468,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
B&B Caterina,"Via Bruno Buozzi 26/3, 16126 Genova",0,44.4142563,8.9124803,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
B&B da Ghiry,Genova,0,44.4152667,8.9149141,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
B&B dell'Acquario,Vico Cimella 6 rosso,0,44.4067672,8.9258386,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
B&B Dormire dai Grimaldi,Genova,0,44.410529,8.9300538,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
B&B Hotel Genova,Piazza Acquaverde 1,3,44.4161485,8.922518,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
B&B Hotel Genova City Center,Genova,0,44.4048002,8.9396984,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
B&B i Rivi,Genova,3,44.4128461,8.9342724,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
B&B Il Belvedere,Vico del Piombo 7,0,44.4129593,8.9302378,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
B&B La casa di Paolina,Genova,0,44.3900003,8.9740995,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
B&B La rosa dei venti,Via Cesare Dattilo 10,0,44.4141444,8.8900796,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
B&B Le Coccole,Genova,3,44.40978,8.931059,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
B&B Madonnetta,Genova,0,44.4213892,8.9319233,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
B&B QuartoPiano,Piazza di Pellicceria 2/4,0,44.4109183,8.9305033,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
B&B U Sente,Salita Inferiore Sant'Anna 15/3,0,44.4124039,8.9356239,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Bar Hotel Serafino,Genova,2,44.4146954,8.8692772,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Barone,Genova,1,44.4047042,8.9439362,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Bed & Breakfast,Via Bruno Buozzi 18,0,44.415066,8.9144756,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Bed & Breakfast Al Centro di Genova,Via Canevari 56,3,44.4116557,8.9519277,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Bed & Breakfast Domus Patrizia,Via Venti Settembre 7,3,44.4053722,8.9423905,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Bed & Breakfast Flair House,"Via Caffaro 3/8, 16123 Genova",3,44.4119955,8.9347381,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Bed & Breakfast La Scaletta,Via Cinque Maggio 35a,0,44.3919293,8.986661,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Bed & Breakfast Maura,"Via Bruno Buozzi 30/3, 16126 Genova",0,44.4141075,8.91221,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Bed & Breaksfat I Portici di Sottoripa,Via Antonio Gramsci 1,2,44.4121171,8.9276928,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Bed and Breakfast Casa Aurora,Genova,0,44.4074056,8.9289979,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
Bed and Breakfast Casa Caminetto Vallese,Genova,0,44.4132708,8.9418357,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3131
