id,train_id,origin_station_id,destination_station_id,departure_time,arrival_time,price,changes,available_seats,created_at
2001313,1001313,900665,900446,2026-01-10 08:10:00,2026-01-10 08:35:00,13,0,61,2026-03-30 09:00:00
2001314,1001314,900665,900594,2026-01-11 09:25:00,2026-01-11 09:50:00,13,0,68,2026-03-30 09:00:00
2001315,1001315,900666,900754,2026-01-09 10:40:00,2026-01-09 11:05:00,13,0,12,2026-03-30 09:00:00
2001316,1001316,900666,900507,2026-01-10 12:05:00,2026-01-10 12:30:00,13,0,19,2026-03-30 09:00:00
2001317,1001317,900667,900509,2026-01-11 14:15:00,2026-01-11 14:40:00,13,0,26,2026-03-30 09:00:00
2001318,1001318,900667,900641,2026-01-09 16:20:00,2026-01-09 16:45:00,13,0,33,2026-03-30 09:00:00
2001319,1001319,900668,900742,2026-01-10 18:35:00,2026-01-10 19:00:00,13,0,40,2026-03-30 09:00:00
2001320,1001320,900668,900748,2026-01-11 20:10:00,2026-01-11 20:35:00,13,0,47,2026-03-30 09:00:00
2001321,1001321,900669,900439,2026-01-09 06:15:00,2026-01-09 06:40:00,13,0,54,2026-03-30 09:00:00
2001322,1001322,900669,900542,2026-01-10 07:05:00,2026-01-10 07:30:00,13,0,61,2026-03-30 09:00:00
2001323,1001323,900670,900554,2026-01-11 08:10:00,2026-01-11 08:35:00,13,0,68,2026-03-30 09:00:00
2001324,1001324,900670,900529,2026-01-09 09:25:00,2026-01-09 09:50:00,13,0,12,2026-03-30 09:00:00
2001325,1001325,900671,900427,2026-01-10 10:40:00,2026-01-10 11:05:00,13,0,19,2026-03-30 09:00:00
2001326,1001326,900671,900565,2026-01-11 12:05:00,2026-01-11 12:30:00,13,0,26,2026-03-30 09:00:00
2001327,1001327,900672,900530,2026-01-09 14:15:00,2026-01-09 14:40:00,13,0,33,2026-03-30 09:00:00
2001328,1001328,900672,900720,2026-01-10 16:20:00,2026-01-10 16:45:00,13,0,40,2026-03-30 09:00:00
2001329,1001329,900673,900435,2026-01-11 18:35:00,2026-01-11 19:00:00,13,0,47,2026-03-30 09:00:00
2001330,1001330,900673,900531,2026-01-09 20:10:00,2026-01-09 20:35:00,13,0,54,2026-03-30 09:00:00
2001331,1001331,900674,900732,2026-01-10 06:15:00,2026-01-10 06:40:00,13,0,61,2026-03-30 09:00:00
2001332,1001332,900674,900645,2026-01-11 07:05:00,2026-01-11 07:30:00,13,0,68,2026-03-30 09:00:00
2001333,1001333,900675,900527,2026-01-09 08:10:00,2026-01-09 08:35:00,13,0,0,2026-03-30 09:00:00
2001334,1001334,900675,900692,2026-01-10 09:25:00,2026-01-10 09:50:00,13,0,19,2026-03-30 09:00:00
2001335,1001335,900676,900528,2026-01-11 10:40:00,2026-01-11 11:05:00,13,0,26,2026-03-30 09:00:00
2001336,1001336,900676,900708,2026-01-09 12:05:00,2026-01-09 12:30:00,14,0,33,2026-03-30 09:00:00
2001337,1001337,900677,900568,2026-01-10 14:15:00,2026-01-10 14:40:00,12,0,40,2026-03-30 09:00:00
2001338,1001338,900677,900432,2026-01-11 16:20:00,2026-01-11 16:45:00,13,0,47,2026-03-30 09:00:00
2001339,1001339,900678,900578,2026-01-09 18:35:00,2026-01-09 19:00:00,13,0,54,2026-03-30 09:00:00
2001340,1001340,900678,900619,2026-01-10 20:10:00,2026-01-10 20:35:00,13,0,61,2026-03-30 09:00:00
2001341,1001341,900679,900663,2026-01-11 06:15:00,2026-01-11 06:40:00,13,0,68,2026-03-30 09:00:00
2001342,1001342,900679,900678,2026-01-09 07:05:00,2026-01-09 07:30:00,13,0,12,2026-03-30 09:00:00
2001343,1001343,900680,900473,2026-01-10 08:10:00,2026-01-10 08:35:00,13,0,19,2026-03-30 09:00:00
2001344,1001344,900680,900497,2026-01-11 09:25:00,2026-01-11 09:50:00,13,0,26,2026-03-30 09:00:00
2001345,1001345,900681,900490,2026-01-09 10:40:00,2026-01-09 11:05:00,13,0,33,2026-03-30 09:00:00
2001346,1001346,900681,900692,2026-01-10 12:05:00,2026-01-10 12:30:00,13,0,40,2026-03-30 09:00:00
2001347,1001347,900682,900625,2026-01-11 14:15:00,2026-01-11 14:40:00,12,0,47,2026-03-30 09:00:00
2001348,1001348,900682,900554,2026-01-09 16:20:00,2026-01-09 16:45:00,13,0,54,2026-03-30 09:00:00
2001349,1001349,900683,900691,2026-01-10 18:35:00,2026-01-10 19:00:00,12,0,61,2026-03-30 09:00:00
2001350,1001350,900683,900631,2026-01-11 20:10:00,2026-01-11 20:35:00,13,0,68,2026-03-30 09:00:00
2001351,1001351,900684,900702,2026-01-09 06:15:00,2026-01-09 06:40:00,12,0,12,2026-03-30 09:00:00
2001352,1001352,900684,900526,2026-01-10 07:05:00,2026-01-10 07:30:00,13,0,19,2026-03-30 09:00:00
2001353,1001353,900685,900612,2026-01-11 08:10:00,2026-01-11 08:35:00,12,0,26,2026-03-30 09:00:00
2001354,1001354,900685,900690,2026-01-09 09:25:00,2026-01-09 09:50:00,13,0,33,2026-03-30 09:00:00
2001355,1001355,900686,900583,2026-01-10 10:40:00,2026-01-10 11:05:00,13,0,40,2026-03-30 09:00:00
2001356,1001356,900686,900536,2026-01-11 12:05:00,2026-01-11 12:30:00,13,0,47,2026-03-30 09:00:00
2001357,1001357,900687,900437,2026-01-09 14:15:00,2026-01-09 14:40:00,13,0,54,2026-03-30 09:00:00
2001358,1001358,900687,900511,2026-01-10 16:20:00,2026-01-10 16:45:00,14,0,61,2026-03-30 09:00:00
2001359,1001359,900688,900593,2026-01-11 18:35:00,2026-01-11 19:00:00,13,0,68,2026-03-30 09:00:00
2001360,1001360,900688,900535,2026-01-09 20:10:00,2026-01-09 20:35:00,13,0,12,2026-03-30 09:00:00
2001361,1001361,900689,900551,2026-01-10 06:15:00,2026-01-10 06:40:00,12,0,19,2026-03-30 09:00:00
2001362,1001362,900689,900662,2026-01-11 07:05:00,2026-01-11 07:30:00,13,0,26,2026-03-30 09:00:00
2001363,1001363,900690,900685,2026-01-09 08:10:00,2026-01-09 08:35:00,13,0,33,2026-03-30 09:00:00
2001364,1001364,900690,900700,2026-01-10 09:25:00,2026-01-10 09:50:00,13,0,40,2026-03-30 09:00:00
2001365,1001365,900691,900683,2026-01-11 10:40:00,2026-01-11 11:05:00,12,0,47,2026-03-30 09:00:00
2001366,1001366,900691,900591,2026-01-09 12:05:00,2026-01-09 12:30:00,13,0,54,2026-03-30 09:00:00
2001367,1001367,900692,900681,2026-01-10 14:15:00,2026-01-10 14:40:00,13,0,61,2026-03-30 09:00:00
2001368,1001368,900692,900490,2026-01-11 16:20:00,2026-01-11 16:45:00,13,0,68,2026-03-30 09:00:00
2001369,1001369,900693,900451,2026-01-09 18:35:00,2026-01-09 19:00:00,13,0,12,2026-03-30 09:00:00
2001370,1001370,900693,900515,2026-01-10 20:10:00,2026-01-10 20:35:00,14,0,0,2026-03-30 09:00:00
2001371,1001371,900694,900735,2026-01-11 06:15:00,2026-01-11 06:40:00,13,0,26,2026-03-30 09:00:00
2001372,1001372,900694,900739,2026-01-09 07:05:00,2026-01-09 07:30:00,13,0,33,2026-03-30 09:00:00
2001373,1001373,900695,900648,2026-01-10 08:10:00,2026-01-10 08:35:00,13,0,40,2026-03-30 09:00:00
2001374,1001374,900695,900682,2026-01-11 09:25:00,2026-01-11 09:50:00,13,0,47,2026-03-30 09:00:00
2001375,1001375,900696,900717,2026-01-09 10:40:00,2026-01-09 11:05:00,13,0,54,2026-03-30 09:00:00
2001376,1001376,900696,900508,2026-01-10 12:05:00,2026-01-10 12:30:00,13,0,61,2026-03-30 09:00:00
2001377,1001377,900697,900485,2026-01-11 14:15:00,2026-01-11 14:40:00,13,0,68,2026-03-30 09:00:00
2001378,1001378,900697,900585,2026-01-09 16:20:00,2026-01-09 16:45:00,13,0,12,2026-03-30 09:00:00
2001379,1001379,900698,900501,2026-01-10 18:35:00,2026-01-10 19:00:00,13,0,19,2026-03-30 09:00:00
2001380,1001380,900698,900515,2026-01-11 20:10:00,2026-01-11 20:35:00,13,0,26,2026-03-30 09:00:00
2001381,1001381,900699,900684,2026-01-09 06:15:00,2026-01-09 06:40:00,13,0,33,2026-03-30 09:00:00
2001382,1001382,900699,900702,2026-01-10 07:05:00,2026-01-10 07:30:00,13,0,40,2026-03-30 09:00:00
2001383,1001383,900700,900580,2026-01-11 08:10:00,2026-01-11 08:35:00,12,0,47,2026-03-30 09:00:00
2001384,1001384,900700,900614,2026-01-09 09:25:00,2026-01-09 09:50:00,13,0,54,2026-03-30 09:00:00
2001385,1001385,900701,900434,2026-01-10 10:40:00,2026-01-10 11:05:00,13,0,61,2026-03-30 09:00:00
2001386,1001386,900701,900579,2026-01-11 12:05:00,2026-01-11 12:30:00,13,0,68,2026-03-30 09:00:00
2001387,1001387,900702,900684,2026-01-09 14:15:00,2026-01-09 14:40:00,12,0,12,2026-03-30 09:00:00
2001388,1001388,900702,900526,2026-01-10 16:20:00,2026-01-10 16:45:00,13,0,19,2026-03-30 09:00:00
2001389,1001389,900703,900523,2026-01-11 18:35:00,2026-01-11 19:00:00,12,0,26,2026-03-30 09:00:00
2001390,1001390,900703,900711,2026-01-09 20:10:00,2026-01-09 20:35:00,13,0,33,2026-03-30 09:00:00
2001391,1001391,900704,900556,2026-01-10 06:15:00,2026-01-10 06:40:00,13,0,40,2026-03-30 09:00:00
2001392,1001392,900704,900588,2026-01-11 07:05:00,2026-01-11 07:30:00,13,0,47,2026-03-30 09:00:00
2001393,1001393,900705,900510,2026-01-09 08:10:00,2026-01-09 08:35:00,12,0,54,2026-03-30 09:00:00
2001394,1001394,900705,900720,2026-01-10 09:25:00,2026-01-10 09:50:00,13,0,61,2026-03-30 09:00:00
2001395,1001395,900706,900495,2026-01-11 10:40:00,2026-01-11 11:05:00,13,0,68,2026-03-30 09:00:00
2001396,1001396,900706,900468,2026-01-09 12:05:00,2026-01-09 12:30:00,13,0,12,2026-03-30 09:00:00
2001397,1001397,900707,900628,2026-01-10 14:15:00,2026-01-10 14:40:00,12,0,19,2026-03-30 09:00:00
2001398,1001398,900707,900561,2026-01-11 16:20:00,2026-01-11 16:45:00,13,0,26,2026-03-30 09:00:00
2001399,1001399,900708,900203,2026-01-09 18:35:00,2026-01-09 19:00:00,13,0,33,2026-03-30 09:00:00
2001400,1001400,900708,900528,2026-01-10 20:10:00,2026-01-10 20:35:00,13,0,40,2026-03-30 09:00:00
2001401,1001401,900709,900612,2026-01-11 06:15:00,2026-01-11 06:40:00,13,0,47,2026-03-30 09:00:00
2001402,1001402,900709,900633,2026-01-09 07:05:00,2026-01-09 07:30:00,13,0,54,2026-03-30 09:00:00
2001403,1001403,900710,900520,2026-01-10 08:10:00,2026-01-10 08:35:00,13,0,61,2026-03-30 09:00:00
2001404,1001404,900710,900498,2026-01-11 09:25:00,2026-01-11 09:50:00,13,0,68,2026-03-30 09:00:00
2001405,1001405,900711,900703,2026-01-09 10:40:00,2026-01-09 11:05:00,13,0,12,2026-03-30 09:00:00
2001406,1001406,900711,900523,2026-01-10 12:05:00,2026-01-10 12:30:00,13,0,19,2026-03-30 09:00:00
2001407,1001407,900712,900602,2026-01-11 14:15:00,2026-01-11 14:40:00,13,0,0,2026-03-30 09:00:00
2001408,1001408,900712,900661,2026-01-09 16:20:00,2026-01-09 16:45:00,13,0,33,2026-03-30 09:00:00
2001409,1001409,900713,900519,2026-01-10 18:35:00,2026-01-10 19:00:00,13,0,40,2026-03-30 09:00:00
2001410,1001410,900713,900628,2026-01-11 20:10:00,2026-01-11 20:35:00,13,0,47,2026-03-30 09:00:00
2001411,1001411,900714,900451,2026-01-09 06:15:00,2026-01-09 06:40:00,13,0,54,2026-03-30 09:00:00
2001412,1001412,900714,900582,2026-01-10 07:05:00,2026-01-10 07:30:00,13,0,61,2026-03-30 09:00:00
2001413,1001413,900715,900608,2026-01-11 08:10:00,2026-01-11 08:35:00,12,0,68,2026-03-30 09:00:00
2001414,1001414,900715,900724,2026-01-09 09:25:00,2026-01-09 09:50:00,13,0,12,2026-03-30 09:00:00
2001415,1001415,900716,900621,2026-01-10 10:40:00,2026-01-10 11:05:00,13,0,19,2026-03-30 09:00:00
2001416,1001416,900716,900630,2026-01-11 12:05:00,2026-01-11 12:30:00,13,0,26,2026-03-30 09:00:00
2001417,1001417,900717,900508,2026-01-09 14:15:00,2026-01-09 14:40:00,13,0,33,2026-03-30 09:00:00
2001418,1001418,900717,900637,2026-01-10 16:20:00,2026-01-10 16:45:00,13,0,40,2026-03-30 09:00:00
2001419,1001419,900718,900699,2026-01-11 18:35:00,2026-01-11 19:00:00,13,0,47,2026-03-30 09:00:00
2001420,1001420,900718,900603,2026-01-09 20:10:00,2026-01-09 20:35:00,13,0,54,2026-03-30 09:00:00
2001421,1001421,900719,900367,2026-01-10 06:15:00,2026-01-10 06:40:00,12,0,61,2026-03-30 09:00:00
2001422,1001422,900719,900323,2026-01-11 07:05:00,2026-01-11 07:30:00,13,0,68,2026-03-30 09:00:00
2001423,1001423,900720,900530,2026-01-09 08:10:00,2026-01-09 08:35:00,12,0,12,2026-03-30 09:00:00
2001424,1001424,900720,900705,2026-01-10 09:25:00,2026-01-10 09:50:00,13,0,19,2026-03-30 09:00:00
2001425,1001425,900721,900553,2026-01-11 10:40:00,2026-01-11 11:05:00,13,0,26,2026-03-30 09:00:00
2001426,1001426,900721,900514,2026-01-09 12:05:00,2026-01-09 12:30:00,13,0,33,2026-03-30 09:00:00
2001427,1001427,900722,900560,2026-01-10 14:15:00,2026-01-10 14:40:00,12,0,40,2026-03-30 09:00:00
2001428,1001428,900722,900539,2026-01-11 16:20:00,2026-01-11 16:45:00,13,0,47,2026-03-30 09:00:00
2001429,1001429,900723,900617,2026-01-09 18:35:00,2026-01-09 19:00:00,13,0,54,2026-03-30 09:00:00
2001430,1001430,900723,900645,2026-01-10 20:10:00,2026-01-10 20:35:00,13,0,61,2026-03-30 09:00:00
2001431,1001431,900724,900715,2026-01-11 06:15:00,2026-01-11 06:40:00,13,0,68,2026-03-30 09:00:00
2001432,1001432,900724,900456,2026-01-09 07:05:00,2026-01-09 07:30:00,13,0,12,2026-03-30 09:00:00
2001433,1001433,900725,900591,2026-01-10 08:10:00,2026-01-10 08:35:00,12,0,19,2026-03-30 09:00:00
2001434,1001434,900725,900563,2026-01-11 09:25:00,2026-01-11 09:50:00,13,0,26,2026-03-30 09:00:00
2001435,1001435,900726,900610,2026-01-09 10:40:00,2026-01-09 11:05:00,13,0,33,2026-03-30 09:00:00
2001436,1001436,900726,900505,2026-01-10 12:05:00,2026-01-10 12:30:00,13,0,40,2026-03-30 09:00:00
2001437,1001437,900727,900448,2026-01-11 14:15:00,2026-01-11 14:40:00,14,0,47,2026-03-30 09:00:00
2001438,1001438,900727,900623,2026-01-09 16:20:00,2026-01-09 16:45:00,14,0,54,2026-03-30 09:00:00
2001439,1001439,900728,900662,2026-01-10 18:35:00,2026-01-10 19:00:00,12,0,61,2026-03-30 09:00:00
2001440,1001440,900728,900502,2026-01-11 20:10:00,2026-01-11 20:35:00,13,0,68,2026-03-30 09:00:00
2001441,1001441,900729,900552,2026-01-09 06:15:00,2026-01-09 06:40:00,13,0,12,2026-03-30 09:00:00
2001442,1001442,900729,900638,2026-01-10 07:05:00,2026-01-10 07:30:00,13,0,19,2026-03-30 09:00:00
2001443,1001443,900730,900731,2026-01-11 08:10:00,2026-01-11 08:35:00,13,0,26,2026-03-30 09:00:00
2001444,1001444,900730,900506,2026-01-09 09:25:00,2026-01-09 09:50:00,13,0,0,2026-03-30 09:00:00
2001445,1001445,900731,900730,2026-01-10 10:40:00,2026-01-10 11:05:00,13,0,40,2026-03-30 09:00:00
2001446,1001446,900731,900636,2026-01-11 12:05:00,2026-01-11 12:30:00,13,0,47,2026-03-30 09:00:00
2001447,1001447,900732,900616,2026-01-09 14:15:00,2026-01-09 14:40:00,13,0,54,2026-03-30 09:00:00
2001448,1001448,900732,900674,2026-01-10 16:20:00,2026-01-10 16:45:00,13,0,61,2026-03-30 09:00:00
2001449,1001449,900733,900742,2026-01-11 18:35:00,2026-01-11 19:00:00,13,0,68,2026-03-30 09:00:00
2001450,1001450,900733,900755,2026-01-09 20:10:00,2026-01-09 20:35:00,13,0,12,2026-03-30 09:00:00
2001451,1001451,900734,900736,2026-01-10 06:15:00,2026-01-10 06:40:00,13,0,19,2026-03-30 09:00:00
2001452,1001452,900734,900752,2026-01-11 07:05:00,2026-01-11 07:30:00,13,0,26,2026-03-30 09:00:00
2001453,1001453,900735,900694,2026-01-09 08:10:00,2026-01-09 08:35:00,13,0,33,2026-03-30 09:00:00
2001454,1001454,900735,900369,2026-01-10 09:25:00,2026-01-10 09:50:00,13,0,40,2026-03-30 09:00:00
2001455,1001455,900736,900734,2026-01-11 10:40:00,2026-01-11 11:05:00,13,0,47,2026-03-30 09:00:00
2001456,1001456,900736,900464,2026-01-09 12:05:00,2026-01-09 12:30:00,13,0,54,2026-03-30 09:00:00
2001457,1001457,900737,900476,2026-01-10 14:15:00,2026-01-10 14:40:00,13,0,61,2026-03-30 09:00:00
2001458,1001458,900737,900750,2026-01-11 16:20:00,2026-01-11 16:45:00,13,0,68,2026-03-30 09:00:00
2001459,1001459,900738,900739,2026-01-09 18:35:00,2026-01-09 19:00:00,12,0,12,2026-03-30 09:00:00
2001460,1001460,900738,900694,2026-01-10 20:10:00,2026-01-10 20:35:00,13,0,19,2026-03-30 09:00:00
2001461,1001461,900739,900738,2026-01-11 06:15:00,2026-01-11 06:40:00,12,0,26,2026-03-30 09:00:00
2001462,1001462,900739,900694,2026-01-09 07:05:00,2026-01-09 07:30:00,13,0,33,2026-03-30 09:00:00
2001463,1001463,900740,900750,2026-01-10 08:10:00,2026-01-10 08:35:00,12,0,40,2026-03-30 09:00:00
2001464,1001464,900740,900476,2026-01-11 09:25:00,2026-01-11 09:50:00,13,0,47,2026-03-30 09:00:00
2001465,1001465,900741,900751,2026-01-09 10:40:00,2026-01-09 11:05:00,13,0,54,2026-03-30 09:00:00
2001466,1001466,900741,900476,2026-01-10 12:05:00,2026-01-10 12:30:00,13,0,61,2026-03-30 09:00:00
2001467,1001467,900742,900748,2026-01-11 14:15:00,2026-01-11 14:40:00,13,0,68,2026-03-30 09:00:00
2001468,1001468,900742,900733,2026-01-09 16:20:00,2026-01-09 16:45:00,13,0,12,2026-03-30 09:00:00
2001469,1001469,900743,900606,2026-01-10 18:35:00,2026-01-10 19:00:00,13,0,19,2026-03-30 09:00:00
2001470,1001470,900743,900531,2026-01-11 20:10:00,2026-01-11 20:35:00,13,0,26,2026-03-30 09:00:00
2001471,1001471,900744,900657,2026-01-09 06:15:00,2026-01-09 06:40:00,13,0,33,2026-03-30 09:00:00
2001472,1001472,900744,900514,2026-01-10 07:05:00,2026-01-10 07:30:00,13,0,40,2026-03-30 09:00:00
2001473,1001473,900745,900595,2026-01-11 08:10:00,2026-01-11 08:35:00,13,0,47,2026-03-30 09:00:00
2001474,1001474,900745,900468,2026-01-09 09:25:00,2026-01-09 09:50:00,13,0,54,2026-03-30 09:00:00
2001475,1001475,900746,900431,2026-01-10 10:40:00,2026-01-10 11:05:00,13,0,61,2026-03-30 09:00:00
2001476,1001476,900746,900579,2026-01-11 12:05:00,2026-01-11 12:30:00,13,0,68,2026-03-30 09:00:00
2001477,1001477,900747,900548,2026-01-09 14:15:00,2026-01-09 14:40:00,13,0,12,2026-03-30 09:00:00
2001478,1001478,900747,900466,2026-01-10 16:20:00,2026-01-10 16:45:00,13,0,19,2026-03-30 09:00:00
2001479,1001479,900748,900742,2026-01-11 18:35:00,2026-01-11 19:00:00,13,0,26,2026-03-30 09:00:00
2001480,1001480,900748,900468,2026-01-09 20:10:00,2026-01-09 20:35:00,13,0,33,2026-03-30 09:00:00
2001481,1001481,900749,900724,2026-01-10 06:15:00,2026-01-10 06:40:00,13,0,0,2026-03-30 09:00:00
2001482,1001482,900749,900666,2026-01-11 07:05:00,2026-01-11 07:30:00,13,0,47,2026-03-30 09:00:00
2001483,1001483,900750,900740,2026-01-09 08:10:00,2026-01-09 08:35:00,12,0,54,2026-03-30 09:00:00
2001484,1001484,900750,900476,2026-01-10 09:25:00,2026-01-10 09:50:00,13,0,61,2026-03-30 09:00:00
2001485,1001485,900751,900738,2026-01-11 10:40:00,2026-01-11 11:05:00,13,0,68,2026-03-30 09:00:00
2001486,1001486,900751,900739,2026-01-09 12:05:00,2026-01-09 12:30:00,13,0,12,2026-03-30 09:00:00
2001487,1001487,900752,900734,2026-01-10 14:15:00,2026-01-10 14:40:00,13,0,19,2026-03-30 09:00:00
2001488,1001488,900752,900429,2026-01-11 16:20:00,2026-01-11 16:45:00,13,0,26,2026-03-30 09:00:00
2001489,1001489,900753,900754,2026-01-09 18:35:00,2026-01-09 19:00:00,13,0,33,2026-03-30 09:00:00
2001490,1001490,900753,900759,2026-01-10 20:10:00,2026-01-10 20:35:00,13,0,40,2026-03-30 09:00:00
2001491,1001491,900754,900753,2026-01-11 06:15:00,2026-01-11 06:40:00,13,0,47,2026-03-30 09:00:00
2001492,1001492,900754,900666,2026-01-09 07:05:00,2026-01-09 07:30:00,13,0,54,2026-03-30 09:00:00
2001493,1001493,900755,900757,2026-01-10 08:10:00,2026-01-10 08:35:00,12,0,61,2026-03-30 09:00:00
2001494,1001494,900755,900758,2026-01-11 09:25:00,2026-01-11 09:50:00,13,0,68,2026-03-30 09:00:00
2001495,1001495,900756,900759,2026-01-09 10:40:00,2026-01-09 11:05:00,13,0,12,2026-03-30 09:00:00
2001496,1001496,900756,900751,2026-01-10 12:05:00,2026-01-10 12:30:00,13,0,19,2026-03-30 09:00:00
2001497,1001497,900757,900755,2026-01-11 14:15:00,2026-01-11 14:40:00,12,0,26,2026-03-30 09:00:00
2001498,1001498,900757,900758,2026-01-09 16:20:00,2026-01-09 16:45:00,12,0,33,2026-03-30 09:00:00
2001499,1001499,900758,900757,2026-01-10 18:35:00,2026-01-10 19:00:00,12,0,40,2026-03-30 09:00:00
2001500,1001500,900758,900463,2026-01-11 20:10:00,2026-01-11 20:35:00,13,0,47,2026-03-30 09:00:00
2001501,1001501,900759,900756,2026-01-09 06:15:00,2026-01-09 06:40:00,13,0,54,2026-03-30 09:00:00
2001502,1001502,900759,900741,2026-01-10 07:05:00,2026-01-10 07:30:00,13,0,61,2026-03-30 09:00:00
2001503,1001503,900760,900765,2026-01-11 08:10:00,2026-01-11 08:35:00,13,0,68,2026-03-30 09:00:00
2001504,1001504,900760,900774,2026-01-09 09:25:00,2026-01-09 09:50:00,13,0,12,2026-03-30 09:00:00
2001505,1001505,900761,900763,2026-01-10 10:40:00,2026-01-10 11:05:00,13,0,19,2026-03-30 09:00:00
2001506,1001506,900761,900764,2026-01-11 12:05:00,2026-01-11 12:30:00,13,0,26,2026-03-30 09:00:00
2001507,1001507,900762,900780,2026-01-09 14:15:00,2026-01-09 14:40:00,12,0,33,2026-03-30 09:00:00
2001508,1001508,900762,900779,2026-01-10 16:20:00,2026-01-10 16:45:00,12,0,40,2026-03-30 09:00:00
2001509,1001509,900763,900761,2026-01-11 18:35:00,2026-01-11 19:00:00,13,0,47,2026-03-30 09:00:00
2001510,1001510,900763,900768,2026-01-09 20:10:00,2026-01-09 20:35:00,13,0,54,2026-03-30 09:00:00
2001511,1001511,900764,900776,2026-01-10 06:15:00,2026-01-10 06:40:00,12,0,61,2026-03-30 09:00:00
2001512,1001512,900764,900761,2026-01-11 07:05:00,2026-01-11 07:30:00,13,0,68,2026-03-30 09:00:00
2001513,1001513,900765,900760,2026-01-09 08:10:00,2026-01-09 08:35:00,13,0,12,2026-03-30 09:00:00
2001514,1001514,900765,900622,2026-01-10 09:25:00,2026-01-10 09:50:00,13,0,19,2026-03-30 09:00:00
2001515,1001515,900766,900773,2026-01-11 10:40:00,2026-01-11 11:05:00,13,0,26,2026-03-30 09:00:00
2001516,1001516,900766,900777,2026-01-09 12:05:00,2026-01-09 12:30:00,13,0,33,2026-03-30 09:00:00
2001517,1001517,900767,900770,2026-01-10 14:15:00,2026-01-10 14:40:00,13,0,40,2026-03-30 09:00:00
2001518,1001518,900767,900774,2026-01-11 16:20:00,2026-01-11 16:45:00,13,0,0,2026-03-30 09:00:00
2001519,1001519,900768,900775,2026-01-09 18:35:00,2026-01-09 19:00:00,13,0,54,2026-03-30 09:00:00
2001520,1001520,900768,900763,2026-01-10 20:10:00,2026-01-10 20:35:00,13,0,61,2026-03-30 09:00:00
2001521,1001521,900769,900776,2026-01-11 06:15:00,2026-01-11 06:40:00,13,0,68,2026-03-30 09:00:00
2001522,1001522,900769,900762,2026-01-09 07:05:00,2026-01-09 07:30:00,13,0,12,2026-03-30 09:00:00
2001523,1001523,900770,900767,2026-01-10 08:10:00,2026-01-10 08:35:00,13,0,19,2026-03-30 09:00:00
2001524,1001524,900770,900778,2026-01-11 09:25:00,2026-01-11 09:50:00,13,0,26,2026-03-30 09:00:00
2001525,1001525,900771,900775,2026-01-09 10:40:00,2026-01-09 11:05:00,13,0,33,2026-03-30 09:00:00
2001526,1001526,900771,900772,2026-01-10 12:05:00,2026-01-10 12:30:00,13,0,40,2026-03-30 09:00:00
2001527,1001527,900772,900771,2026-01-11 14:15:00,2026-01-11 14:40:00,13,0,47,2026-03-30 09:00:00
2001528,1001528,900772,900775,2026-01-09 16:20:00,2026-01-09 16:45:00,13,0,54,2026-03-30 09:00:00
2001529,1001529,900773,900766,2026-01-10 18:35:00,2026-01-10 19:00:00,13,0,61,2026-03-30 09:00:00
2001530,1001530,900773,900779,2026-01-11 20:10:00,2026-01-11 20:35:00,14,0,68,2026-03-30 09:00:00
2001531,1001531,900774,900760,2026-01-09 06:15:00,2026-01-09 06:40:00,13,0,12,2026-03-30 09:00:00
2001532,1001532,900774,900765,2026-01-10 07:05:00,2026-01-10 07:30:00,13,0,19,2026-03-30 09:00:00
2001533,1001533,900775,900768,2026-01-11 08:10:00,2026-01-11 08:35:00,13,0,26,2026-03-30 09:00:00
2001534,1001534,900775,900771,2026-01-09 09:25:00,2026-01-09 09:50:00,13,0,33,2026-03-30 09:00:00
2001535,1001535,900776,900764,2026-01-10 10:40:00,2026-01-10 11:05:00,12,0,40,2026-03-30 09:00:00
2001536,1001536,900776,900769,2026-01-11 12:05:00,2026-01-11 12:30:00,13,0,47,2026-03-30 09:00:00
2001537,1001537,900777,900778,2026-01-09 14:15:00,2026-01-09 14:40:00,13,0,54,2026-03-30 09:00:00
2001538,1001538,900777,900766,2026-01-10 16:20:00,2026-01-10 16:45:00,13,0,61,2026-03-30 09:00:00
2001539,1001539,900778,900777,2026-01-11 18:35:00,2026-01-11 19:00:00,13,0,68,2026-03-30 09:00:00
2001540,1001540,900778,900770,2026-01-09 20:10:00,2026-01-09 20:35:00,13,0,12,2026-03-30 09:00:00
2001541,1001541,900779,900780,2026-01-10 06:15:00,2026-01-10 06:40:00,12,0,19,2026-03-30 09:00:00
2001542,1001542,900779,900762,2026-01-11 07:05:00,2026-01-11 07:30:00,12,0,26,2026-03-30 09:00:00
2001543,1001543,900780,900762,2026-01-09 08:10:00,2026-01-09 08:35:00,12,0,33,2026-03-30 09:00:00
2001544,1001544,900780,900779,2026-01-10 09:25:00,2026-01-10 09:50:00,12,0,40,2026-03-30 09:00:00
2001545,1001545,900781,900894,2026-01-11 10:40:00,2026-01-11 11:05:00,13,0,47,2026-03-30 09:00:00
2001546,1001546,900781,900899,2026-01-09 12:05:00,2026-01-09 12:30:00,13,0,54,2026-03-30 09:00:00
2001547,1001547,900782,900910,2026-01-10 14:15:00,2026-01-10 14:40:00,14,0,61,2026-03-30 09:00:00
2001548,1001548,900782,900911,2026-01-11 16:20:00,2026-01-11 16:45:00,14,0,68,2026-03-30 09:00:00
