id,name,location_id,latitude,longitude
900591,Bergamasco,658,44.819891,8.461447
900592,Bianze`,704,45.309488,8.115523
900593,Bibiana,710,44.809941,7.285727
900594,Mombaldone Roccaverano,4305,44.569891,8.332781
900595,Mombaruzzo,4308,44.76235,8.441006
900596,Momo,4313,45.574646,8.55689
900597,Moncalieri,4328,44.998187,7.678027
900598,Moncalvo,4329,45.059463,8.261905
900599,Monchiero Dogliani,4332,44.571815,7.917635
900600,Mondovi`,4339,44.398255,7.816339
900601,Mongardino,4347,44.84161,8.207411
900602,Montalto Dora,4394,45.490309,7.858986
900603,Montanaro,4397,45.232674,7.858331
900604,Montechiaro D`Asti,4463,44.999849,8.10982
900605,Montechiaro Denice,2577,44.600827,8.352185
900606,Montegrosso,4506,44.818465,8.239171
900607,Fossano,2948,44.550231,7.717971
900608,Gamalero,3069,44.817476,8.543427
900609,Moncalieri Sangone,4328,45.000393,7.667991
900610,Santhia`,6913,45.363726,8.180093
900611,Penango,5259,45.032254,8.235138
900612,Monteu Da Po,4581,45.158353,8.022925
900613,Monticello D`Alba,4597,44.703736,7.965002
900614,Montiglio Murisengo,4601,45.067664,8.106913
900615,Narzole,4752,44.598377,7.881597
900616,Neive,4764,44.723048,8.121071
900617,Calamandrana,1113,44.738986,8.331572
900618,Caltignaga,1158,45.519167,8.591602
900619,Prato Sesia,5752,45.646472,8.370476
900620,Premosello Chiovenda,5777,46.002188,8.326649
900621,Quarona,5826,45.763547,8.266603
900622,Quincinetto,5837,45.567295,7.809711
900623,Racconigi,5849,44.771179,7.685681
900624,Robilante,6036,44.296496,7.510906
900625,Roccaciglie`,6040,44.425831,7.95274
900626,Roccadebaldi,6044,44.410446,7.780449
900627,Roccavione,6105,44.314445,7.485361
900628,Gozzano,3293,45.741039,8.438726
900629,Gravellona Toce,3318,45.934051,8.428346
900630,Grignasco,3336,45.683288,8.332913
900631,Incisa Scapaccino,3424,44.80052,8.388468
900632,Ivrea,3481,45.461542,7.876348
900633,Lauriano,3590,45.160761,7.998531
900634,Lesa,3636,45.833042,8.566471
900635,Baldichieri,488,44.899204,8.091198
900636,Balzola,501,45.173985,8.402174
900637,Bandito,6761,44.722075,7.819452
900638,Bastia Mondovi`,588,44.439398,7.891671
900639,Bazzana,1776,44.777094,8.401557
900640,Beinette,607,44.36782,7.644884
900641,Belgirate,614,45.843337,8.570821
900642,Bellinzago,623,45.566681,8.627652
900643,S. Paolo Solbrito,6662,44.951753,7.975779
900644,S.Sebastiano Po,6715,45.167102,7.953781
900645,S.Stefano Belbo,6916,44.71714,8.241233
900646,S.Vittoria,6906,44.69561,7.916909
900647,Salbertrand,6355,45.073478,6.887428
900648,Sale Langhe,6361,44.392425,8.077468
900649,Saliceto,6383,44.404437,8.172887
900650,Saluggia,6393,45.23443,8.017112
900651,Salussola,6394,45.44438,8.115195
900652,Sandigliano,6759,45.519652,8.081531
900653,Sanfre`,6761,44.74799,7.796793
900654,Comignago,2325,45.714296,8.566362
900655,Condove,2346,45.106689,7.317022
900656,Savigliano,6982,44.651337,7.663748
900657,Scalenghe,7000,44.89018,7.490745
900658,Serralunga Cereseto,1997,45.100914,8.30742
900659,Serravalle D`Asti,7164,44.948019,8.14808
900660,Settime Cinaglio Mombarone,7164,44.966229,8.128853
900661,Settimo Tavagnasco,7458,45.546214,7.825189
900662,Sillavengo,7198,45.521303,8.444987
900663,Sizzano,7224,45.573834,8.436024
900664,Sommariva Bosco,7261,44.770754,7.777086
900665,Spigno,7325,44.539437,8.317924
900666,Spinetta,3006,44.882378,8.683146
900667,Stresa,7386,45.884486,8.531454
900668,Strevi,7387,44.697771,8.525525
900669,Suno,7410,45.620435,8.519344
900670,Lesegno,3637,44.385891,7.94266
900671,Fontanetto Po,2895,45.191238,8.188697
900672,Cossato,2448,45.564216,8.175964
900673,Costigliole (Motta Di),6602,44.807559,8.145712
900674,Costigliole D`Asti,2467,44.754882,8.20477
900675,Costigliole Saluzzo,2468,44.570196,7.482075
900676,Garbagna,3084,45.385552,8.66627
900677,Garessio,3091,44.199088,8.015214
900678,Gattinara,3106,45.611523,8.364288
900679,Ghemme,3196,45.595882,8.417135
900680,Castell`Alfero,1707,44.986347,8.220882
900681,Castelletto Busca,1053,44.501319,7.463939
900682,Castellino Tanaro,1746,44.41657,7.974321
900683,Castelnuovo Belbo,1776,44.798127,8.42516
900684,Castelrosso,8119,45.201802,7.932162
900685,Cavagnolo Brusasco,1897,45.153655,8.047534
900686,Centallo,1967,44.496223,7.591035
900687,Cervignasco,7652,44.699669,7.518644
900688,Bricherasio,969,44.824336,7.307513
900689,Briona,979,45.538568,8.479541
900690,Brozolo,998,45.121299,8.05893
900691,Bruno,1008,44.797947,8.439639
900692,Busca,1053,44.520585,7.481589
900693,Bussoleno,1063,45.139631,7.144819
900694,Arquata Scrivia,363,44.692533,8.885342
900695,Ceva,2073,44.389861,8.031958
900696,Cherasco,2083,44.65261,7.867211
900697,Chieri,2103,45.007008,7.827077
900698,Chiomonte,2114,45.119876,6.988716
900699,Chivasso,2133,45.193637,7.889666
900700,Cocconato,2238,45.082926,8.070145
900701,Avigliana,429,45.085276,7.401096
900702,Bivio Castelrosso,8119,45.201871,7.932861
900703,Bivio Sesia,8100,45.338661,8.441797
900704,Bagnasco,464,44.303264,8.046132
900705,Biella S.Paolo,714,45.557334,8.067541
900706,Bistagno,731,44.659256,8.372057
900707,Bolzano Novarese,791,45.759357,8.440754
900708,Borgo Lavezzaro,859,45.318783,8.703242
900709,Borgo Revel,4581,45.189827,8.02021
900710,Borgo Ticino,848,45.691943,8.602483
900711,Borgo Vercelli,855,45.359252,8.461474
900712,Borgofranco,858,45.514775,7.854612
900713,Borgomanero,861,45.701054,8.468093
900714,Borgone,865,45.123191,7.236037
900715,Borgoratto,867,44.835999,8.538182
900716,Borgosesia,872,45.716798,8.28239
900717,Bra,918,44.693556,7.848643
900718,Brandizzo,926,45.178915,7.841218
900719,Breil Sur Roya,4908,43.890267,7.530915
900720,Candelo,1278,45.547433,8.100103
900721,Candiolo,1284,44.961155,7.598973
900722,Candoglia Ornavasso,4962,45.977489,8.419715
900723,Canelli,1286,44.716716,8.294544
900724,Cantalupo,867,44.864787,8.551357
900725,Carentino,1417,44.831303,8.470474
900726,Carisio,1431,45.403164,8.21249
900727,Carmagnola,1439,44.846944,7.72797
900728,Carpignano Sesia,1462,45.528934,8.422898
900729,Carru` Clavesana,1475,44.479548,7.891414
900730,Casale Monferrato,1509,45.133928,8.460292
900731,Casale Popolo,1509,45.160434,8.44055
900732,Castagnole Delle Lanze,1622,44.749341,8.152836
900733,Prasco Cremolino,5740,44.648906,8.55001
900734,Predosa,5767,44.750978,8.651132
900735,Rigoroso,363,44.670577,8.896487
900736,Rio Secco,5767,44.722275,8.658805
900737,Rivalta Scrivia,8282,44.854158,8.809846
900738,Serravalle Scrivia,7136,44.72393,8.858548
900739,Stazzano Serravalle,7136,44.719374,8.865301
900740,Tortona,7683,44.900126,8.861777
900741,Villalvernia,8282,44.810592,8.855655
900742,Visone,8361,44.661951,8.500198
900743,Agliano Castelnuovo Calcea,59,44.786108,8.267723
900744,Airasca,86,44.928093,7.483536
900745,Alice Belcolle,157,44.722636,8.440076
900746,Alpignano,176,45.091077,7.523745
900747,Arona,355,45.755392,8.559075
900748,Acqui Terme,41,44.67407,8.474482
900749,Alessandria,140,44.909091,8.606498
900750,Deviatoio Estremo Tortona,7683,44.895759,8.840548
900751,Cassano Spinola,1604,44.762631,8.858833
900752,Castelspina Portanova,1491,44.796662,8.62203
900753,Donna,890,44.818902,8.712792
900754,Frugarolo Boscomarengo,3006,44.841687,8.682724
900755,Molare,4290,44.621975,8.609904
900756,Novi Ligure,4848,44.762521,8.787289
900757,Ovada,5033,44.630377,8.632301
900758,Ovada Nord,5033,44.646656,8.644633
900759,Pozzolo Formigaro,5720,44.797395,8.782521
900760,Donnaz,2622,45.602713,7.769563
900761,Arvier,375,45.704259,7.166681
900762,Aosta Viale Europa,3328,45.733294,7.297371
900763,Avise,433,45.706296,7.131285
900764,Villeneuve,8337,45.706648,7.213481
900765,Pont Saint Martin,5610,45.589834,7.795024
900766,Nus,4865,45.738786,7.4712
900767,Verres,3475,45.659822,7.690012
900768,Derby,3501,45.730289,7.087018
900769,Sarre,6956,45.717919,7.258468
900770,Montjovet,4604,45.704586,7.666871
900771,Morgex,4640,45.757055,7.033898
900772,Pre` Saint Didier,5759,45.7636,6.99105
900773,Quart,5828,45.741372,7.414645
900774,Hone Bard,3411,45.613918,7.741345
900775,La Salle,3501,45.744637,7.061987
900776,Saint Pierre,6341,45.708146,7.229338
900777,Chambave,2077,45.744163,7.557301
900778,Chatillon Saint Vincent,2082,45.7434,7.619309
900779,Aosta,278,45.73407,7.322424
900780,Aosta Istituto,278,45.732938,7.303076
900781,Greccio,3324,42.462872,12.777009
900782,Grotte S.Stefano,8369,42.51512,12.169372
900783,Isola Liri,3455,41.681712,13.581088
900784,Itri,3478,41.271328,13.545549
900785,La Giustiniana,2923,41.985243,12.403457
900786,La Storta,2923,42.001748,12.381254
900787,Lanuvio,3560,41.672211,12.690885
900788,Latina,3580,41.538372,12.945888
900789,Bagni Di Tivoli,3404,41.949593,12.722208
900790,Bassano Romano,585,42.212444,12.152302
900791,Salone,2900,41.915253,12.636215
900792,Sassone,2134,41.783777,12.625832
900793,Sezze Romano,7176,41.495542,13.038452
900794,Sora,7272,41.716618,13.618601
900795,Stimigliano,7373,42.289811,12.568632
900796,Ferentino-Supino,2765,41.6564,13.246971
900797,Fiumicino Aeroporto,2857,41.793673,12.251728
900798,Formia-Gaeta,2924,41.258773,13.605996
900799,Corchiano,2373,42.361351,12.341846
900800,Castel Madama,1660,41.988389,12.864938
900801,Castel S.Angelo,1674,42.379666,13.017612
900802,Cecchina,338,41.692029,12.650992
900803,Ceprano-Falvaterra,2727,41.523962,13.523481
900804,Ladispoli-Cerveteri,3526,41.953502,12.081675
900805,Cesano Di Roma,256,42.061833,12.326669
900806,Ciampino,2134,41.804442,12.599546
900807,Cittaducale,2194,42.387764,12.94269
900808,Civita Castellana,2206,42.346593,12.453821
900809,Civitavecchia,2213,42.088287,11.79815
900810,Colle Mattia,4420,41.832756,12.728329
900811,Collevecchio,2289,42.298089,12.520546
900812,Bracciano,920,42.103667,12.173023
900813,Cancelliera,105,41.710587,12.621758
900814,Canetra,1674,42.391578,13.029159
900815,Capannelle,2134,41.830713,12.568884
900816,Caprarola,1362,42.303815,12.258238
900817,Casabianca,2134,41.788327,12.60431
900818,Cassino,1615,41.484306,13.832125
900819,Castel Bagnolo Di Orte,3052,42.400183,12.400781
900820,Acqua Acetosa,2134,41.794294,12.616449
900821,Albano Laziale,105,41.72632,12.658056
900822,Anagni-Fiuggi,3111,41.71037,13.09597
900823,Anguillara,256,42.068133,12.304978
900824,Antrodoco Borgo Velino,269,42.415393,13.076193
900825,Antrodoco Centro,269,42.409844,13.07096
900826,Anzio,275,41.4532,12.633205
900827,Aprilia,291,41.592386,12.639126
900828,Arce,305,41.583695,13.571848
900829,Arsoli,370,42.045852,13.013064
900830,Fabrica Di Roma,2702,42.334416,12.307467
900831,Deviatoio Estremo Km 2.730-Roma T.Lana,6142,41.887491,12.527216
900832,Campo Di Carne,291,41.552116,12.635125
900833,Anzio Colonia,275,41.459893,12.617442
900834,Pavona,1655,41.723897,12.61116
900835,Terracina,7501,41.29697,13.244055
900836,Viterbo Porta Fiorentina,8366,42.425237,12.106204
900837,Zagarolo,8412,41.821927,12.82692
900838,Fidene,6142,41.979773,12.508451
900839,Pomezia - S.Palomba,5597,41.706171,12.573611
900840,Tarquinia,7447,42.239463,11.727009
900841,Gallese In Teverina,3052,42.380901,12.439732
900842,La Fiora,7501,41.331487,13.200365
900843,Mandela-Sambuci,3892,42.016212,12.921976
900844,S. Eurosia,8051,41.675927,12.755105
900845,Santa Marinella,6897,42.035892,11.863122
900846,S.Martino Al Cimino,8366,42.382043,12.108104
900847,Poggio Fidoni,2357,42.395811,12.795429
900848,Morolo,4655,41.667018,13.194557
900849,Cotilia,2194,42.372602,12.96871
900850,Velletri,8051,41.682421,12.780864
900851,Vetralla,8163,42.304619,12.089137
900852,Vico Matrino,1359,42.278028,12.121681
900853,Vigna Di Valle,920,42.076863,12.210716
900854,Villa Bonelli,6142,41.8477601,12.455223
900855,Villa Claudia,275,41.484326,12.61709
900856,Lunghezza,2900,41.923253,12.667212
900857,Maccarese,2857,41.879372,12.23695
900858,Magliana,6142,41.834235,12.431017
900859,Manziana-Canale Monterano,3910,42.128246,12.134934
900860,Marino,3957,41.768961,12.655994
900861,Minturno,4241,41.257621,13.720664
900862,Fara Sabina,2786,42.155546,12.648323
900863,Nuovo Salario,6142,41.956195,12.510317
900864,Oriolo,4956,42.166825,12.138499
900865,Orte,4978,42.43728,12.408986
900866,Padiglione,4777,41.513518,12.629476
900867,Torre In Pietra-Palidoro,2042,41.92432,12.183116
900868,Torricola,2134,41.809538,12.557716
900869,Tre Croci,8163,42.331525,12.086159
900870,Contigliano,2357,42.412072,12.779144
900871,Lido Di Lavinio,275,41.500599,12.625926
900872,Ronciglione,6237,42.282499,12.219437
900873,Roviano,6300,42.026476,12.991119
900874,Nettuno,4777,41.459558,12.662123
900875,Monte S.Biagio,4424,41.345967,13.347037
900876,Monterotondo,4566,42.06409,12.595753
900877,Frascati,2975,41.806881,12.677962
900878,Frosinone,3003,41.625333,13.328728
900879,Muratella,6142,41.826182,12.412696
900880,Civitavecchia Viale Della Vittoria,2213,42.086518,11.800599
900881,Campoleone,291,41.642396,12.648341
900882,Rieti,5961,42.405918,12.862596
900883,Riofreddo,5976,42.060704,13.021419
900884,Roma Casilina,6142,41.87669,12.537297
900885,Roma Monte Mario,6142,41.939088,12.421732
900886,Gemelli,6142,41.927813,12.427797
900887,Roma Prenestina,6142,41.897571,12.545803
900888,Roma S.Filippo Neri,6142,41.950262,12.412414
900889,Rocca Di Fondi,269,42.39799,13.095825
900890,Roccasecca,6096,41.526377,13.645814
900891,S. Maria Delle Mole,2134,41.774417,12.606225
900892,Sgurgola,7179,41.687018,13.146199
900893,Crocicchie,256,42.0559,12.238888
900894,Terria,3324,42.436334,12.782816
900895,Ponte Di Nona,1987,42.061563,13.581585
900896,Vigna Clara,6142,41.96827,12.409026
900897,Roma Tuscolana,6142,41.879384,12.523505
900898,Valmontone,7989,41.774291,12.923696
900899,Labro Moggio,2293,42.506131,12.746224
900900,Sorgenti Del Peschiera,2340,42.36428,12.996973
900901,Montalto Di Castro,4393,42.334623,11.595085
900902,Civitavecchia M.Ma,2213,42.099843,11.78438
900903,Santa Severa,6897,42.020645,11.969077
900904,Roma Aurelia,6142,41.88344,12.395271
900905,Madonna Del Piano,1359,42.259963,12.166357
900906,Gallese Bassanello,3052,42.3798,12.371998
900907,Poggio Mirteto,5544,42.242187,12.633043
900908,Sette Bagni,5948,42.006438,12.520156
900909,Piana Bella Montelibretti,4566,42.105159,12.632938
900910,Sipicciano,408,42.546495,12.254318
900911,Montefiascone,4483,42.520268,12.050448
900912,Viterbo Porta Romana,8366,42.411974,12.110482
900913,Roma S.Pietro,6142,41.896143,12.454497
900914,Ponte Galeria,2857,41.818349,12.344733
900915,Roma Trastevere,6142,41.872279,12.466162
900916,Roma Ostiense,6142,41.87265,12.483917
900917,Roma Termini,6142,41.900636,12.502026
900918,Parco Leonardo,2857,41.79932,12.29543
900919,Guidonia-Montecelio-S.Angelo,3404,41.993405,12.725681
900920,Marcellina-Palombara,3930,41.999609,12.79134
900921,Vicovaro,8191,42.010183,12.888294
900922,Cisterna Di Latina,2187,41.586511,12.827538
900923,Priverno Fossanova,5796,41.421853,13.186406
900924,Fondi - Sperlonga,2884,41.337663,13.424893
900925,Colleferro-Segni-Paliano,2277,41.740062,13.00299
900926,Castro-Pofi,1863,41.533014,13.410741
900927,Quattro Venti,6142,41.880145,12.459731
900928,Fiera Di Roma,2857,41.811863,12.320622
900929,Serenissima,2900,41.914168,12.622964
900930,Pineto,5478,41.909222,12.438385
900931,Roma S.Lorenzo,6142,41.893476,12.522057
900932,Roma Tiburtina Piazzale Est,6142,41.910903,12.530749
900933,Dev.Int. Dd/Av,2804,42.274228,12.607523
900934,Bivio/P.C. Sgurgola,6547,41.527485,13.547101
900935,Marechiaro,275,41.470762,12.6123
900936,Marina Di Cerveteri,3526,41.979133,12.047924
900937,Villetta,1655,41.738237,12.649463
900938,Capranica,1359,42.245195,12.157194
900939,Castel Gandolfo,1655,41.746946,12.652266
900940,Ceccano,1929,41.573583,13.336417
900941,Rocca D`Evandro,6043,41.438861,13.911338
900942,Isoletta-S.Giovanni I.,6547,41.527873,13.547095
900943,Roma Tiburtina,6142,41.910903,12.530749
900944,Tivoli,7550,41.961849,12.805047
900945,Tor Sapienza,2900,41.907095,12.594489
900946,Roma Nomentana L.L.,6142,41.932935,12.523628
900947,Tor Vergata,2975,41.823224,12.666162
900948,Ipogeo Degli Ottavi,6142,41.968391,12.409026
900949,Olgiata,2923,42.01538,12.363864
900950,Appiano,6142,41.909342,12.43838
900951,Valle Aurelia,6142,41.899356,12.447667
900952,Arpino,359,41.648296,13.59959
900953,Palo Laziale,3526,41.939327,12.102739
900954,Allerona-Castel Viscardo,165,42.78502,12.035236
900955,Alviano,201,42.591917,12.259583
900956,Assisi,394,43.058921,12.585304
900957,Attigliano,408,42.518054,12.294761
900958,Cannara,1296,43.019591,12.628709
900959,Capodacqua Pieve Fanonica,8001,43.026769,12.7541
900960,Castiglion Del Lago,1836,43.123195,12.032077
900961,Scanzano Belfiore,2878,42.983918,12.737692
900962,Terni,7499,42.570768,12.651091
900963,Terni Cospea,7499,42.549615,12.625075
900964,Foligno,2878,42.954261,12.711096
900965,Pm Panicale Sanfatucchio,5049,43.065535,12.056347
900966,Passignano Sul Trasimeno,5209,43.188324,12.133128
900967,Pc Allerona,165,42.804432,12.016229
900968,Giuncano,7499,42.647802,12.637694
900969,Gualdo Tadino,3377,43.233475,12.7672
900970,Baiano Di Spoleto,7341,42.726238,12.663615
900971,Baschi-Montecchio,574,42.68685,12.203496
900972,Bastia,589,43.07133,12.547735
900973,Pc Orvieto,6142,41.979641,12.508456
900974,Nera Montoro,4750,42.497855,12.476587
900975,Campello,1211,42.822814,12.761253
900976,Perugia,5296,43.103808,12.375567
900977,Perugia Ponte S.Giovanni,5296,43.091801,12.438239
900978,Monte Melino,2374,43.106303,12.249698
900979,Fossato Di Vico Gubbio,2949,43.283798,12.757258
900980,Gaifana,3377,43.181837,12.784148
900981,Orvieto,4989,42.723379,12.127412
900982,Ospedalicchio,589,43.082369,12.506572
900983,Torricella,7671,43.159149,12.188249
900984,Trevi,7753,42.8762,12.733709
900985,Tuoro Sul Trasimeno,7839,43.196631,12.0796
900986,Magione,3835,43.137356,12.202238
900987,Ellera Corciano,2374,43.094699,12.318574
900988,Narni Amelia,4750,42.53128,12.519592
900989,Nocera Umbra,4803,43.100663,12.767207
900990,Ponte Parrano Di Nocera Umbra,4803,43.137437,12.776376
900991,Spoleto,7341,42.748121,12.736142
900992,S.Giacomo Di Spoleto,1211,42.79015,12.755445
900993,Valtopina,8001,43.05689,12.755068
900994,Spello,7317,42.9844,12.668884
900995,S.Liberato,4978,42.478853,12.443006
900996,Stroncone,7390,42.517955,12.65372
900997,Marmore,365,42.547499,12.715224
900998,Citta` Della Pieve,2190,42.936221,11.971127
900999,Fabro-Ficulle,2704,42.874851,12.04123
901000,Castiglione In Teverina,1842,42.648544,12.234913
901001,Boiano,760,41.487883,14.474551
901002,Bonefro S.Croce,1488,41.710522,14.860799
901003,Carovilli-Roccasicura,1453,41.712485,14.299732
901004,Carpinone,1468,41.588038,14.326783
901005,Casacalenda Guardialfiera,1488,41.738109,14.849602
901006,Sepino,7098,41.413946,14.657456
901007,Termoli,7496,42.000623,14.992805
901008,Guglionesi Portocannone,5686,41.932026,14.986368
901009,Larino,3569,41.80015,14.918226
901010,S. Pietro Avellana-Capracotta,6671,41.76978,14.19995
901011,Campomarino,1253,41.957398,15.042416
901012,Ripabottoni S.Elia,5984,41.669666,14.844353
901013,Montenero Petacciato,5343,42.033286,14.851015
901014,Ururi Rotello,3569,41.801134,14.953072
901015,Baranello,509,41.5176,14.596314
901016,Venafro,8056,41.482975,14.048722
901017,Sessano Del Molise,7147,41.639587,14.32853
901018,Vastogirardi,8035,41.739482,14.249334
901019,Pescolanciano-Chiauci,5334,41.678996,14.341588
901020,Monteroduni,4558,41.528345,14.156514
901021,Rocca Ravindola,5715,41.521035,14.122965
901022,Vinchiaturo,8348,41.49385,14.59801
901023,Campobasso,1229,41.558137,14.66393
901024,Cantalupo Del Sannio,4248,41.5174,14.6671
901025,Campolieto Monacilioni,1249,41.642573,14.76544
901026,S.Maria Oliveto,5715,41.507208,14.096049
901027,Capriati Al Volturno,7153,41.44279,14.070664
901028,Bosco Redole,8348,41.459299,14.587884
901029,Guardiaregia,3394,41.457455,14.553753
901030,Matrice Montagano,4038,41.621321,14.699561
901031,S.Martino In Pensilis,6613,41.877211,14.984218
901032,Sesto Campano,7153,41.420005,14.088909
901033,S. Giuliano Piacentino,1822,45.070627,9.985919
901034,S.Ilario,6839,44.765795,10.450469
901035,Poggio Renatico,5548,44.767292,11.483701
901036,Noceto,4804,44.809934,10.147258
901037,Vergato,8106,44.282723,11.114386
901038,San Giovanni In Persiceto,6546,44.643151,11.189444
901039,S.Biagio,331,44.594511,11.87054
901040,Roccamurata,7991,44.532756,9.876175
901041,S.Cassiano,6445,44.143684,11.687503
901042,Osteria Nuova,1134,44.586613,11.236525
901043,Villanova Di Reggiolo,6141,44.915925,10.842455
901044,Bologna Interporto,1511,44.490404,11.274884
901045,Casteldebole,1511,44.503974,11.27456
901046,Ozzano Dell'Emilia,5041,44.450797,11.487297
901047,Casalecchio Garibaldi,1511,44.482995,11.272474
901048,Funo Centergross,1661,44.593646,11.370672
901049,Rastignano,765,44.443592,11.357617
901050,Pian Di Venola,3991,44.332136,11.188609
901051,Camposanto,1264,44.787527,11.143587
901052,Castel S.Pietro Terme,1672,44.407376,11.597681
901053,Bologna Corticella,1661,44.551985,11.35401
901054,Rimini Miramare,5955,44.030388,12.618105
901055,Bologna Ravone,765,44.510244,11.320029
901056,Posto Movimento Bolognina,1264,44.765134,11.14448
901057,Bologna C.Le/Av,765,44.50626,11.342267
901058,Reggio Emilia Av,2407,44.779886,10.744171
901059,S.Lazzaro Di Savena,6570,44.48097,11.416652
901060,Bologna Fiere,765,44.512742,11.368809
901061,Bologna Mazzini,6570,44.482284,11.376271
901062,Rimini Torre Pedrera,619,44.106987,12.508755
901063,S.Martino In Gattara,3967,44.113211,11.667077
901064,S.Nicolo',1139,45.058843,9.606443
901065,Felegara - S.Andrea Bagni,2935,44.724809,10.114523
901066,Gatteo A Mare,619,44.170691,12.432057
901067,Musiano-Pian Di Macina,5391,44.402423,11.344912
901068,S.Pietro In Casale,6679,44.697928,11.404763
901069,Salsomaggiore T.,6390,44.81866,9.988129
901070,Samoggia,277,44.567307,11.146221
901071,Sarmato,6949,45.063043,9.491116
901072,Monticelli D`Ongina,4593,45.075666,9.949036
901073,Monzuno,4622,44.322277,11.262082
901074,Cadeo,1079,44.967283,9.853181
901075,Ravenna,5881,44.419155,12.208404
901076,Reggio Emilia,5918,44.697793,10.643093
901077,Rimini Viserba,5969,44.088407,12.533785
901078,Riccione,5955,43.999218,12.658549
901079,Rimini,5969,44.064176,12.574093
901080,Riola,1644,44.229851,11.053592
901081,Rolo Novi Fabbrico,6141,44.886561,10.867882
901082,Rottofreno,6283,45.060546,9.549127
901083,Rubiera,6307,44.65618,10.780252
901084,Russi,6318,44.379011,12.03164
901085,S.Agata Sul Santerno,6783,44.436774,11.858855
901086,Santarcangelo Di Romagna,6909,44.070316,12.45454
901087,San Benedetto Sambro-Cast.Pepoli,6429,44.22866,11.19226
901088,Piacenza,5367,45.052238,9.70633
901089,Berceto,654,44.555912,9.931759
901090,Mirandola,4251,44.891638,11.111689
901091,Posto Mov. Mirandola Ozzano,5041,44.459977,11.464168
901092,Misano Adriatico,4254,43.977493,12.697121
901093,Modena,4265,44.654461,10.930373
901094,Molino Del Pallone,6406,44.100128,10.961252
901095,Montesanto,8389,44.732964,11.73652
901096,Galliera,3059,44.737738,11.441551
901097,Ostia Parmense,7991,44.520136,9.844981
901098,Ozzano Taro,4055,44.712268,10.141022
901099,Lido Di Classe-Lido Di Savio,2043,44.314546,12.292722
901100,Lugo,3775,44.414106,11.914723
901101,Marzabotto,3991,44.341237,11.207351
901102,Massalombarda,4017,44.448948,11.828068
901103,Medesano,4055,44.749265,10.140335
901104,Mezzani Rondani,1526,44.966764,10.398818
901105,Mezzano,4170,44.463,12.098501
901106,Crevalcore,2499,44.719156,11.152625
901107,Faenza,2707,44.293594,11.883268
901108,Barbiano,524,44.387263,11.878086
901109,Biagioni Lagacci,6406,44.086359,10.948257
901110,Pianoro,5391,44.380589,11.340675
901111,Pioppe Di Salvaro,3991,44.310761,11.161785
901112,Varignana,5041,44.436796,11.523078
901113,Vicofertile,2272,44.778436,10.25834
901114,Villa Cade`,1210,44.743203,10.519402
901115,Villanova D`Arda,8304,45.028291,9.993291
901116,Voltana,3019,44.540369,11.93605
901117,Ponte Della Venturina,6406,44.128589,10.990756
901118,Pontecchio Marconi,6969,44.42294,11.26919
901119,Pontelagoscuro,2773,44.873216,11.612526
901120,Pontenure,5637,45.001687,9.792103
901121,Porretta  Terme,195,44.155757,10.978039
901122,Portomaggiore,5690,44.696699,11.799785
901123,Gaibanella,2773,44.778116,11.671325
901124,Gambettola,3077,44.116718,12.327555
901125,S.Felice Sp,6486,44.834527,11.140243
901126,S.Giorgio P.,6523,44.646641,11.37901
901127,Alfonsine,150,44.512364,12.039155
901128,Posto Movimento Alseno,177,44.892903,9.990996
901129,Argenta,331,44.616867,11.841267
901130,Bagnacavallo,459,44.412138,11.969398
901131,Bologna Borgo Panigale,1511,44.515024,11.284728
901132,Bologna S.Ruffillo,6570,44.462657,11.372967
901133,Bologna C.Le,765,44.50626,11.342267
901134,Borghetto Parmense,2905,44.837198,10.1177
901135,Borgo Val Di Taro,850,44.486522,9.781489
901136,Caorso,1324,45.042048,9.868157
901137,Carbona,8106,44.246876,11.09618
901138,Carpi,1459,44.782919,10.891952
901139,Casalecchio Di Reno,1511,44.474298,11.276097
901140,Castel S.Giovanni,1668,45.063272,9.436856
901141,Castelbolognese,1633,44.325391,11.804174
901142,Castelfranco D'Emilia,1698,44.597381,11.056408
901143,Castelguelfo,2905,44.836434,10.176706
901144,Castelmaggiore,1661,44.576055,11.366901
901145,Castelvetro,1822,45.100095,9.982181
901146,Castione Dei Marchesi,2793,44.915157,10.044449
901147,Cattolica S.Giovanni Gabicce,1888,43.959931,12.745087
901148,Cervia-Milano Marittima,2043,44.258444,12.347096
901149,Brisighella,982,44.220565,11.769757
901150,Busseto,1059,44.974692,10.038909
901151,Cesena,2059,44.145449,12.24964
901152,Cesenatico,2061,44.20065,12.391186
901153,Citerna Taro,8018,44.63548,10.032939
901154,Classe,5881,44.382033,12.234995
901155,Collecchio,2272,44.755339,10.21228
901156,Colorno,2311,44.927943,10.382935
901157,Conselice,2353,44.510987,11.831949
901158,Sasso Marconi,6969,44.394939,11.254333
901159,Savignano Sul Rubicone,6985,44.095191,12.40421
901160,Selva Del Bocchetto,7250,44.62487,10.006253
901161,Silla,195,44.177652,10.980635
901162,Solarolo,7237,44.356425,11.849183
901163,Soliera Modenese,7249,44.722667,10.90601
901164,Solignano,7250,44.614024,9.98014
901165,Strada Casale,1587,44.183511,11.697496
901166,Pm Tavernelle Emilia,1134,44.575403,11.243917
901167,Ferrara,2773,44.843047,11.603594
901168,Fidenza,2793,44.86773,10.06339
